Contig	Protein ID	Start	Stop	Strand	size_aa	pI	Mol_weight_kDa	Instability_index	Description	Source	Perc_ID	Perc_Cov	E-value	Refinement	PVOG	Perc_ID	Perc_Cov	E-value
LOC_1693	LOC_1693_1	325	1714	-1	462	6.31195068359	53.14159	38.5348917749	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1693	LOC_1693_2	1770	3828	-1	685	6.28070068359	78.23735	36.5499562044	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1694	LOC_1694_1	0	207	1	68	6.69451904297	7.83696	40.9808823529	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1694	LOC_1694_2	233	1589	1	451	5.18951416016	50.67884	44.5698447894	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1694	LOC_1694_3	2071	2425	-1	117	10.227355957	13.76783	49.8325641026	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1695	LOC_1695_1	203	689	1	161	4.64117431641	17.97661	26.3788819876	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1695	LOC_1695_2	691	1282	1	196	4.55999755859	21.52339	35.1750510204	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1696	LOC_1696_1	14	809	1	264	9.00738525391	29.48349	23.5814393939	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1697	LOC_1697_1	400	736	-1	111	9.62799072266	12.7565	43.7325225225	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1697	LOC_1697_2	720	888	-1	55	7.88629150391	6.33294	57.7309090909	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1698	LOC_1698_1	177	1398	1	406	9.45318603516	47.42886	36.4406896552	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1699	LOC_1699_1	367	583	-1	71	5.62738037109	7.90503	20.9732394366	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_17	LOC_17_1	5	389	1	127	8.63665771484	14.5415	44.4197637795	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_17	LOC_17_2	424	616	1	63	3.69354248047	7.16277	39.3476190476	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_17	LOC_17_3	695	1004	1	102	4.34686279297	12.00498	57.5764705882	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_17	LOC_17_4	1045	1312	1	88	5.13446044922	10.25333	47.9204545455	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_17	LOC_17_5	1251	1773	1	173	7.67620849609	21.02979	40.1595953757	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_170	LOC_170_1	533	995	-1	153	4.75006103516	17.02558	17.8687581699	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1700	LOC_1700_1	131	389	-1	85	10.0916137695	9.56978	49.4435294118	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1701	LOC_1701_1	109	1561	1	483	5.00323486328	53.28582	38.5072463768	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1702	LOC_1702_1	56	1523	1	488	4.56658935547	52.60023	29.8547131148	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1703	LOC_1703_1	571	1195	-1	207	10.0057983398	24.31566	45.0952173913	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1704	LOC_1704_1	166	961	1	264	4.05426025391	29.43235	45.4516666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1705	LOC_1705_1	21	579	1	185	9.04547119141	21.71305	42.3027027027	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1706	LOC_1706_1	261	1260	-1	332	8.50006103516	38.18357	38.3142168675	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1707	LOC_1707_1	24	600	1	191	4.52691650391	20.28397	42.7486910995	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1707	LOC_1707_2	616	1354	1	245	4.37335205078	26.74144	21.2910204082	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1708	LOC_1708_1	31	1051	-1	339	5.97406005859	37.79566	28.6619764012	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1709	LOC_1709_1	64	280	-1	71	4.81024169922	8.14302	34.9971830986	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1709	LOC_1709_2	292	691	-1	132	4.94720458984	15.40904	38.3272727273	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1709	LOC_1709_3	769	1165	-1	131	9.39093017578	14.88651	43.8328244275	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_171	LOC_171_1	301	2098	1	598	4.96588134766	67.4696	39.9118729097	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_171	LOC_171_2	2234	2426	1	63	9.99176025391	7.52564	56.5317460317	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_171	LOC_171_3	2506	3391	1	294	9.44573974609	34.13412	40.7136734694	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_171	LOC_171_4	3414	3714	1	99	7.81842041016	11.36185	32.604040404	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1710	LOC_1710_1	77	1043	1	321	5.35772705078	35.9211	33.2934579439	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1711	LOC_1711_1	57	510	1	150	4.83172607422	16.57691	22.87	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1711	LOC_1711_2	616	1174	1	185	4.65179443359	19.8541	36.6956756757	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1712	LOC_1712_1	274	832	-1	185	8.00604248047	21.35191	41.3021621622	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1712	LOC_1712_2	1267	1909	-1	213	9.46051025391	25.68958	42.2784507042	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1713	LOC_1713_1	304	1126	-1	273	5.55426025391	28.33022	26.4428571429	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1713	LOC_1713_2	1426	1894	-1	155	6.01055908203	17.27975	11.675483871	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1714	LOC_1714_1	49	1705	1	551	5.53887939453	58.57008	21.8885662432	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1714	LOC_1714_2	1796	2063	1	88	6.58135986328	9.95307	10.2511363636	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1715	LOC_1715_1	21	915	1	297	10.0631713867	35.24168	43.7855555556	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1715	LOC_1715_2	2995	3400	-1	134	4.98626708984	13.93555	53.8156716418	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1716	LOC_1716_1	211	1141	1	309	8.76422119141	36.70614	48.2505177994	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1717	LOC_1717_1	259	538	1	92	5.09698486328	10.8148	40.8293478261	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1717	LOC_1717_2	530	788	1	85	6.16912841797	10.23348	26.8941176471	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1717	LOC_1717_3	815	1649	1	277	6.91436767578	32.01704	33.642599278	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1718	LOC_1718_1	86	788	-1	233	9.41717529297	29.52103	60.3098712446	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1719	LOC_1719_1	800	1523	-1	240	9.55474853516	27.37333	47.4604166667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_172	LOC_172_1	84	408	-1	107	9.72161865234	13.03278	23.6252336449	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_172	LOC_172_2	395	683	-1	95	4.41546630859	11.03065	61.1936842105	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_172	LOC_172_3	912	1044	1	43	5.70635986328	5.22575	53.2860465116	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_172	LOC_172_4	1107	2046	-1	312	4.88543701172	35.52131	12.8974358974	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_1	227	416	1	62	7.84539794922	6.97966	47.0016129032	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_2	419	596	1	58	4.41693115234	6.6831	10.374137931	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_3	707	1166	1	152	4.97161865234	16.70095	22.91125	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_4	1188	1440	1	83	9.33099365234	9.51136	48.0639759036	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_5	1453	1981	1	175	4.96673583984	19.97989	45.8194285714	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG1774	91.0	78.5714285714	3.3e-18
LOC_1721	LOC_1721_6	1996	2392	1	131	7.67840576172	15.49887	51.4206870229	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_7	2405	2648	1	80	4.65106201172	8.79835	10.99625	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_8	2644	2923	1	92	8.97735595703	10.40844	24.4304347826	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG3622	93.0	61.3333333333	0.00019
LOC_1721	LOC_1721_9	2919	3849	1	309	8.55718994141	35.40766	40.3353074434	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_10	3841	4267	1	141	6.28302001953	16.36307	23.3092198582	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG9119	80.0	78.2945736434	2.9e-12
LOC_1721	LOC_1721_11	4271	4475	1	67	3.81756591797	7.47934	54.071641791	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1721	LOC_1721_12	4528	5122	1	197	5.74761962891	21.90502	44.0853299492	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1724	LOC_1724_1	154	745	-1	196	8.81695556641	23.23507	58.7358673469	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1725	LOC_1725_1	973	1285	-1	103	8.07696533203	11.88031	45.7766990291	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1726	LOC_1726_1	9	441	1	143	4.70892333984	15.85138	32.8909090909	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1726	LOC_1726_2	655	1294	1	212	5.85455322266	24.35043	24.9537735849	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1727	LOC_1727_1	61	886	1	274	5.51959228516	31.22186	25.1098905109	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1728	LOC_1728_1	130	733	1	200	4.28729248047	21.37915	33.39	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1729	LOC_1729_1	208	877	-1	222	4.93328857422	24.44173	62.5990990991	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_173	LOC_173_1	31	469	-1	145	8.85040283203	17.5025	47.6345517241	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_173	LOC_173_2	482	1391	-1	302	6.51568603516	34.87183	32.2907284768	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_173	LOC_173_3	1383	1677	-1	97	7.74224853516	11.32293	49.3030927835	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1730	LOC_1730_1	2	1622	1	539	7.55450439453	60.98844	30.2523376623	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1731	LOC_1731_1	110	941	-1	276	5.89959716797	31.11686	34.0272463768	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1731	LOC_1731_2	937	1444	-1	168	5.15008544922	19.17815	58.9392857143	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1731	LOC_1731_3	1467	2004	-1	178	6.89715576172	19.82208	32.4938202247	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1732	LOC_1732_1	1197	1947	-1	249	9.72332763672	28.89373	69.3245381526	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1733	LOC_1733_1	1398	2970	-1	523	5.64324951172	58.53815	35.8518355641	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1734	LOC_1734_1	786	1251	1	154	9.51165771484	17.61667	16.7350649351	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1735	LOC_1735_1	175	565	1	129	5.04986572266	14.46001	25.2007751938	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1737	LOC_1737_1	1202	1694	-1	163	9.80047607422	19.47012	47.4006748466	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1738	LOC_1738_1	9	936	1	308	4.40911865234	33.25425	16.3491233766	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1739	LOC_1739_1	21	678	1	218	6.73602294922	25.33602	48.0124311927	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_174	LOC_174_1	498	684	-1	61	8.73297119141	6.76659	20.3016393443	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_174	LOC_174_2	698	1673	-1	324	8.94842529297	38.05032	30.7194753086	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_174	LOC_174_3	1697	2366	-1	222	6.15740966797	26.21898	47.9027927928	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1740	LOC_1740_1	15	795	1	259	4.26202392578	28.91446	32.0239382239	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1740	LOC_1740_2	1000	1222	-1	73	4.04046630859	7.63847	52.3438356164	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1741	LOC_1741_1	151	922	-1	256	5.43377685547	28.04006	29.65234375	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1742	LOC_1742_1	268	1387	-1	372	6.39190673828	39.99426	28.8905913978	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1743	LOC_1743_1	320	671	-1	116	8.81329345703	13.54352	35.4259482759	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1743	LOC_1743_2	771	960	-1	62	8.85211181641	6.76565	25.1177419355	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1744	LOC_1744_1	501	753	-1	83	9.83734130859	9.47413	32.3771084337	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1744	LOC_1744_2	996	1191	-1	64	3.76898193359	6.57529	35.8375	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1745	LOC_1745_1	328	1357	1	342	9.48101806641	39.70748	46.2845321637	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1746	LOC_1746_1	146	1031	1	294	9.40899658203	33.15266	26.3397959184	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1747	LOC_1747_1	136	1132	1	331	4.80181884766	36.5073	24.7885498489	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1748	LOC_1748_1	25	286	1	86	5.09368896484	9.74576	48.076744186	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1749	LOC_1749_1	37	1390	-1	450	9.78265380859	52.01787	31.7989111111	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_175	LOC_175_1	184	445	-1	86	7.12969970703	10.10428	61.9709302326	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_175	LOC_175_2	595	943	-1	115	6.42559814453	13.09805	58.5783478261	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1750	LOC_1750_1	366	834	1	155	9.77996826172	17.33081	45.5412903226	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1751	LOC_1751_1	961	1534	-1	190	9.06182861328	20.37764	46.77	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1752	LOC_1752_1	362	1193	-1	276	5.94427490234	32.50345	52.8130797101	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1753	LOC_1753_1	78	1131	1	350	5.93621826172	38.62907	27.2534285714	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1754	LOC_1754_1	94	919	-1	274	7.07965087891	31.28717	47.2832116788	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1754	LOC_1754_2	932	2120	-1	395	8.51458740234	45.47592	38.9268607595	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1755	LOC_1755_1	0	894	1	297	6.36602783203	33.5008	45.5508417508	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1756	LOC_1756_1	218	1232	-1	337	4.80743408203	38.67275	63.0008902077	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG1411	85.0	71.0526315789	0.00094
LOC_1757	LOC_1757_1	255	1992	-1	578	5.51824951172	66.01079	35.7100692042	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1758	LOC_1758_1	180	588	1	135	5.97711181641	15.62623	62.7822222222	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1759	LOC_1759_1	337	1807	-1	489	5.67523193359	57.01025	36.8401226994	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_176	LOC_176_1	35	767	1	243	10.1196899414	28.66989	44.916872428	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_176	LOC_176_2	821	1310	1	162	10.905456543	19.1097	95.4339506173	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1760	LOC_1760_1	794	1316	-1	173	8.30877685547	20.58422	28.5531791908	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1761	LOC_1761_1	14	464	1	149	6.97027587891	17.80281	44.2073825503	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1762	LOC_1762_1	24	714	1	229	4.32281494141	27.08798	43.1424454148	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1763	LOC_1763_1	379	802	-1	140	6.27691650391	15.05231	33.7021428571	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1764	LOC_1764_1	87	330	1	80	4.15728759766	8.92766	29.55	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1764	LOC_1764_2	515	1127	-1	203	9.37054443359	23.44023	33.924679803	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1764	LOC_1764_3	1284	1911	-1	208	7.67413330078	23.49775	47.8337980769	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1765	LOC_1765_1	6	708	1	233	9.16156005859	26.436	22.1416309013	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1765	LOC_1765_2	844	1213	1	122	8.77398681641	14.60399	43.4729508197	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1766	LOC_1766_1	68	1202	1	377	5.48590087891	41.56471	29.0145888594	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1768	LOC_1768_1	69	315	1	81	6.50457763672	9.03351	31.8864197531	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1768	LOC_1768_2	327	1323	1	331	8.60736083984	38.0864	44.9445015106	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1768	LOC_1768_3	1450	1945	1	164	5.04071044922	18.86276	42.262195122	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1768	LOC_1768_4	2159	2861	1	233	5.41790771484	25.45538	18.7438197425	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1769	LOC_1769_1	16	631	-1	204	6.21026611328	22.62825	15.9911764706	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_177	LOC_177_1	67	448	-1	126	6.57379150391	14.0515	44.2873015873	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_177	LOC_177_2	444	600	-1	51	8.85321044922	6.27413	13.5433333333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_177	LOC_177_3	829	1267	-1	145	9.34637451172	16.84837	36.5379310345	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_177	LOC_177_4	1651	2050	-1	132	4.71563720703	14.68989	47.1621212121	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_177	LOC_177_5	2143	2329	-1	61	10.2166137695	7.13609	13.5606557377	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG2545	87.0	90.4761904762	4.3e-07
LOC_1771	LOC_1771_1	26	455	1	142	4.66900634766	16.13262	32.4330985915	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1771	LOC_1771_2	503	1001	1	165	5.56610107422	19.09941	43.1066666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1773	LOC_1773_1	60	666	1	201	5.30157470703	23.13167	49.4399004975	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG6030	85.0	56.5656565657	0.00045
LOC_1773	LOC_1773_2	804	1362	1	185	9.39031982422	20.61743	28.2951351351	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1775	LOC_1775_1	291	1068	1	258	10.3850708008	30.4045	58.6252325581	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1776	LOC_1776_1	214	682	1	155	9.19305419922	17.47792	26.1180645161	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1777	LOC_1777_1	366	2334	-1	655	4.17547607422	74.11096	34.9823053435	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1778	LOC_1778_1	453	1323	-1	289	5.01666259766	33.92947	61.6273702422	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1778	LOC_1778_2	1447	1738	-1	96	6.15789794922	11.52481	56.8520833333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1778	LOC_1778_3	1878	2319	-1	146	9.23870849609	17.68295	34.098630137	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1779	LOC_1779_1	164	974	1	269	3.60455322266	30.24295	34.2479925651	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_178	LOC_178_1	359	623	1	87	5.13140869141	9.72581	41.9827586207	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1780	LOC_1780_1	167	374	1	68	5.52874755859	7.87381	22.1558823529	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1781	LOC_1781_1	480	681	-1	66	9.81976318359	7.07377	21.9424242424	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1782	LOC_1782_1	33	1833	1	599	7.17718505859	67.59607	28.1803505843	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1783	LOC_1783_1	149	806	-1	218	5.49981689453	24.93447	38.9073853211	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1783	LOC_1783_2	777	1101	-1	107	6.82623291016	12.04239	43.0056074766	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1783	LOC_1783_3	1255	1666	-1	136	6.31109619141	15.90353	33.7448529412	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1784	LOC_1784_1	348	570	1	73	4.78826904297	8.51033	54.1260273973	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1784	LOC_1784_2	742	919	-1	58	8.80377197266	6.53058	16.5603448276	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1784	LOC_1784_3	1263	1455	-1	63	7.77960205078	7.53747	54.1857142857	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1785	LOC_1785_1	22	928	1	301	5.70330810547	33.93701	40.3591362126	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1785	LOC_1785_2	924	2484	1	519	8.52239990234	57.13412	22.917938343	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1787	LOC_1787_1	542	968	-1	141	9.33209228516	15.57726	22.2737588652	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
LOC_1788	LOC_1788_1	139	1825	-1	561	5.25787353516	63.45607	34.5879144385	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
