Contig	Protein ID	Start	Stop	Strand	size_aa	pI	Mol_weight_kDa	Instability_index	Description	Source	Perc_ID	Perc_Cov	E-value	Refinement	PVOG	Perc_ID	Perc_Cov	E-value
ERR1913076_Contig_33469_36.9308:1.1392	ERR1913076_Contig_33469_36.9308:1.1392_2	523	1399	1	291	6.08294677734	33.60982	32.3780068729	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_73998_9.66859:1.1236	ERR1913076_Contig_73998_9.66859:1.1236_1	563	773	-1	69	9.57318115234	8.03127	21.3333333333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_2462_305.427:1.1659	ERR1913076_Contig_2462_305.427:1.1659_1	114	1020	-1	301	8.66302490234	35.30424	43.0631229236	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG6422	79.0	96.5838509317	1e-32
ERR1913076_Contig_93623_23.38:1.1507	ERR1913076_Contig_93623_23.38:1.1507_1	98	1574	1	491	3.81536865234	53.91233	42.0340325866	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79283_414.22:1.4123	ERR1913076_Contig_79283_414.22:1.4123_1	268	1909	1	546	7.19158935547	61.95264	32.0189377289	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79283_414.22:1.4123	ERR1913076_Contig_79283_414.22:1.4123_2	1915	2740	1	274	4.42523193359	30.38661	46.9773722628	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79283_414.22:1.4123	ERR1913076_Contig_79283_414.22:1.4123_3	2846	3500	1	217	4.52227783203	23.24836	26.8497695853	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_23522_10.1245:1.1619	ERR1913076_Contig_23522_10.1245:1.1619_1	13	130	1	38	11.0687866211	4.30735	40.4236842105	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_47613_5.57768:1.1346	ERR1913076_Contig_47613_5.57768:1.1346_1	50	368	1	105	4.69293212891	11.29138	16.439047619	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_47613_5.57768:1.1346	ERR1913076_Contig_47613_5.57768:1.1346_2	380	1424	1	347	6.51531982422	35.9297	22.7610951009	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_47613_5.57768:1.1346	ERR1913076_Contig_47613_5.57768:1.1346_3	1479	1878	-1	132	9.65289306641	14.85356	49.5833333333	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_80043_402.836:1.2554	ERR1913076_Contig_80043_402.836:1.2554_1	27	1587	1	519	6.31732177734	58.75763	35.3281310212	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_63876_14.3661:1.1760	ERR1913076_Contig_63876_14.3661:1.1760_1	657	837	-1	59	7.68829345703	6.39987	32.2796610169	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_63876_14.3661:1.1760	ERR1913076_Contig_63876_14.3661:1.1760_2	1674	2295	1	206	4.51214599609	22.58233	24.9684466019	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_77909_9.07551:1.1106	ERR1913076_Contig_77909_9.07551:1.1106_1	42	558	1	171	6.57891845703	18.8965	48.7578947368	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_77909_9.07551:1.1106	ERR1913076_Contig_77909_9.07551:1.1106_2	558	774	-1	71	9.13079833984	8.40051	57.7366197183	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_77909_9.07551:1.1106	ERR1913076_Contig_77909_9.07551:1.1106_3	748	1090	-1	113	5.05670166016	13.13473	54.8637168142	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_77909_9.07551:1.1106	ERR1913076_Contig_77909_9.07551:1.1106_4	1144	1321	1	58	9.14532470703	7.08011	41.1362068966	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_51499_8.72321:1.1140	ERR1913076_Contig_51499_8.72321:1.1140_1	150	1305	-1	384	5.91619873047	44.80837	40.334921875	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_51499_8.72321:1.1140	ERR1913076_Contig_51499_8.72321:1.1140_2	1306	1477	-1	56	5.77423095703	6.52332	15.5785714286	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_27621_406.895:1.1376	ERR1913076_Contig_27621_406.895:1.1376_1	39	489	1	149	5.63702392578	16.96775	17.2161073826	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_59819_36.0891:1.2949	ERR1913076_Contig_59819_36.0891:1.2949_1	456	930	-1	157	9.80987548828	17.31524	23.0949044586	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_59819_36.0891:1.2949	ERR1913076_Contig_59819_36.0891:1.2949_2	933	1719	-1	261	7.90802001953	29.43371	42.5889272031	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_30608_401.233:1.2644	ERR1913076_Contig_30608_401.233:1.2644_1	55	865	1	269	5.44671630859	30.88061	29.7092936803	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_23753_319.425:1.2034	ERR1913076_Contig_23753_319.425:1.2034_1	7	277	1	89	9.30230712891	9.27099	23.3574157303	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_23753_319.425:1.2034	ERR1913076_Contig_23753_319.425:1.2034_2	423	1293	1	289	5.70672607422	30.96649	30.846366782	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_80940_342.704:1.3393	ERR1913076_Contig_80940_342.704:1.3393_1	26	1079	-1	350	4.42608642578	39.16727	33.3520285714	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_51325_28.0631:1.2954	ERR1913076_Contig_51325_28.0631:1.2954_1	564	1515	1	316	4.82232666016	37.61288	46.6658544304	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_29809_409.446:1.1649	ERR1913076_Contig_29809_409.446:1.1649_1	15	255	1	79	8.74761962891	9.2816	67.8417721519	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_1752_23.0629:1.1292	ERR1913076_Contig_1752_23.0629:1.1292_1	11	620	-1	202	9.46160888672	22.60805	62.0920792079	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_1752_23.0629:1.1292	ERR1913076_Contig_1752_23.0629:1.1292_2	628	1051	-1	140	9.40936279297	15.47744	31.2321428571	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_89303_239.918:1.2899	ERR1913076_Contig_89303_239.918:1.2899_1	222	1125	-1	300	8.67669677734	33.72471	31.4286666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_33693_7.90541:1.1130	ERR1913076_Contig_33693_7.90541:1.1130_1	250	439	-1	62	9.03302001953	7.38798	24.9870967742	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_17714_236.112:1.1079	ERR1913076_Contig_17714_236.112:1.1079_1	526	967	-1	146	10.3950805664	15.62242	77.3897260274	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_17714_236.112:1.1079	ERR1913076_Contig_17714_236.112:1.1079_2	971	1286	-1	104	9.50347900391	11.14064	38.6971153846	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_17714_236.112:1.1079	ERR1913076_Contig_17714_236.112:1.1079_3	1310	1526	-1	71	6.20159912109	7.63025	26.3492957746	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_48382_323.825:1.1300	ERR1913076_Contig_48382_323.825:1.1300_1	106	238	-1	43	4.28631591797	4.99377	25.7465116279	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_48382_323.825:1.1300	ERR1913076_Contig_48382_323.825:1.1300_2	271	964	-1	230	3.92584228516	24.61196	37.1865217391	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_48382_323.825:1.1300	ERR1913076_Contig_48382_323.825:1.1300_3	1102	1372	-1	89	6.02142333984	9.67409	25.8383146067	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_22141_463.217:1.1923	ERR1913076_Contig_22141_463.217:1.1923_1	33	351	1	105	6.16217041016	11.52914	20.6695238095	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_82432_398.739:1.2623	ERR1913076_Contig_82432_398.739:1.2623_1	178	808	-1	209	10.0311889648	24.38424	63.1277511962	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_47738_7.49722:1.2361	ERR1913076_Contig_47738_7.49722:1.2361_1	205	670	-1	154	4.59771728516	17.253	29.9792207792	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG1005	89.0	55.2036199095	3.9e-09
ERR1913076_Contig_47738_7.49722:1.2361	ERR1913076_Contig_47738_7.49722:1.2361_2	687	2448	-1	586	5.10809326172	64.8676	38.3476279863	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG0356	76.0	56.09375	1.6e-19
ERR1913076_Contig_15596_412.733:1.2400	ERR1913076_Contig_15596_412.733:1.2400_1	31	958	1	308	5.91986083984	34.85253	36.7016558442	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_90682_411.33:1.2129	ERR1913076_Contig_90682_411.33:1.2129_1	75	1527	1	483	4.05352783203	53.65399	21.8612836439	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_13261_386.978:1.4311	ERR1913076_Contig_13261_386.978:1.4311_1	18	210	1	63	6.55523681641	6.89042	36.4158730159	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_13261_386.978:1.4311	ERR1913076_Contig_13261_386.978:1.4311_2	225	1080	1	284	4.78277587891	31.45268	23.3257042254	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3976_19.2074:1.2373	ERR1913076_Contig_3976_19.2074:1.2373_1	10	556	1	181	8.62310791016	19.87952	28.4160220994	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3976_19.2074:1.2373	ERR1913076_Contig_3976_19.2074:1.2373_2	607	895	1	95	4.52227783203	10.47136	33.5715789474	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3976_19.2074:1.2373	ERR1913076_Contig_3976_19.2074:1.2373_3	900	1224	1	107	4.84014892578	12.71999	36.7205607477	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3976_19.2074:1.2373	ERR1913076_Contig_3976_19.2074:1.2373_4	1244	1508	-1	87	5.07476806641	9.6324	29.467816092	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_18330_442.24:1.3024	ERR1913076_Contig_18330_442.24:1.3024_1	632	1049	-1	138	6.49884033203	15.48854	49.7586956522	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_59561_21.9799:1.1013	ERR1913076_Contig_59561_21.9799:1.1013_1	31	604	1	190	8.27825927734	21.49475	24.8778947368	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_4001_12.644:1.1183	ERR1913076_Contig_4001_12.644:1.1183_1	108	762	1	217	8.54132080078	24.38097	52.9673732719	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_4001_12.644:1.1183	ERR1913076_Contig_4001_12.644:1.1183_2	1071	2262	-1	396	8.44952392578	44.33961	46.7522727273	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_28095_401.678:1.3035	ERR1913076_Contig_28095_401.678:1.3035_1	495	927	-1	143	4.92315673828	16.34553	38.1321678322	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_28095_401.678:1.3035	ERR1913076_Contig_28095_401.678:1.3035_2	1113	1491	-1	125	7.13433837891	14.64683	37.6768	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_22047_11.0755:1.2127	ERR1913076_Contig_22047_11.0755:1.2127_1	54	426	1	123	5.07025146484	13.99741	34.0756097561	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_22047_11.0755:1.2127	ERR1913076_Contig_22047_11.0755:1.2127_2	715	952	-1	78	9.00506591797	8.79768	35.4384615385	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_15903_379.242:1.1257	ERR1913076_Contig_15903_379.242:1.1257_1	98	1406	1	435	3.95843505859	48.14857	25.2908045977	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_28673_392.473:1.1468	ERR1913076_Contig_28673_392.473:1.1468_1	118	2068	-1	649	4.48663330078	69.95805	30.3197534669	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_202_345.316:1.2200	ERR1913076_Contig_202_345.316:1.2200_1	93	429	1	111	8.41400146484	12.76201	29.4702702703	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_202_345.316:1.2200	ERR1913076_Contig_202_345.316:1.2200_2	319	568	-1	82	9.73712158203	9.99812	34.1963414634	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_202_345.316:1.2200	ERR1913076_Contig_202_345.316:1.2200_3	585	891	1	101	9.86236572266	11.71314	66.405049505	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_80629_27.4751:1.1847	ERR1913076_Contig_80629_27.4751:1.1847_1	469	802	1	110	7.81390380859	12.48828	53.0936363636	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_80629_27.4751:1.1847	ERR1913076_Contig_80629_27.4751:1.1847_2	876	1545	-1	222	5.62396240234	25.23409	43.4226126126	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_50105_9.15404:1.1591	ERR1913076_Contig_50105_9.15404:1.1591_1	804	1191	-1	128	9.31854248047	15.33352	37.806328125	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88727_9.57167:1.2385	ERR1913076_Contig_88727_9.57167:1.2385_1	72	390	1	105	4.69805908203	11.22796	28.699047619	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88727_9.57167:1.2385	ERR1913076_Contig_88727_9.57167:1.2385_2	360	789	-1	142	9.25103759766	15.9337	37.2134507042	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88727_9.57167:1.2385	ERR1913076_Contig_88727_9.57167:1.2385_3	937	1672	1	244	9.31414794922	27.77933	30.5910655738	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_28779_38.4169:1.2097	ERR1913076_Contig_28779_38.4169:1.2097_1	21	1770	1	582	5.06951904297	66.85609	30.7048109966	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3710_465.154:1.1027	ERR1913076_Contig_3710_465.154:1.1027_1	116	1295	1	392	5.24969482422	42.64817	44.4441326531	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_55546_8.70084:1.1805	ERR1913076_Contig_55546_8.70084:1.1805_1	53	923	-1	289	7.08563232422	32.5106	38.9764705882	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_74336_381.591:1.1655	ERR1913076_Contig_74336_381.591:1.1655_1	426	1674	1	415	6.75811767578	46.77799	29.6723373494	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_74336_381.591:1.1655	ERR1913076_Contig_74336_381.591:1.1655_2	1678	1807	1	42	4.85650634766	4.82947	49.8261904762	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_74336_381.591:1.1655	ERR1913076_Contig_74336_381.591:1.1655_3	1843	2266	1	140	7.71099853516	16.27275	31.4914285714	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_74336_381.591:1.1655	ERR1913076_Contig_74336_381.591:1.1655_4	2234	2507	1	90	8.95062255859	10.54906	17.1555555556	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_74336_381.591:1.1655	ERR1913076_Contig_74336_381.591:1.1655_5	2556	3801	1	414	5.16802978516	49.27274	41.6848309179	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88205_7.38997:1.1197	ERR1913076_Contig_88205_7.38997:1.1197_1	122	1025	1	300	5.87213134766	34.33074	34.0953666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88205_7.38997:1.1197	ERR1913076_Contig_88205_7.38997:1.1197_2	1126	1603	1	158	6.74627685547	17.47622	14.1291139241	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88205_7.38997:1.1197	ERR1913076_Contig_88205_7.38997:1.1197_3	1641	2088	1	148	4.19036865234	16.9655	46.6256756757	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_88205_7.38997:1.1197	ERR1913076_Contig_88205_7.38997:1.1197_4	2110	2617	1	168	4.95904541016	19.18097	32.5613095238	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3542_360.462:1.1813	ERR1913076_Contig_3542_360.462:1.1813_1	21	990	1	322	7.00909423828	35.8019	22.8127329193	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3542_360.462:1.1813	ERR1913076_Contig_3542_360.462:1.1813_2	998	2090	1	363	4.90582275391	42.11319	44.3882369146	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_89069_380.985:1.1357	ERR1913076_Contig_89069_380.985:1.1357_1	1147	1723	-1	191	5.15740966797	21.3392	51.8554973822	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG0831	76.0	75.2808988764	2e-07
ERR1913076_Contig_89069_380.985:1.1357	ERR1913076_Contig_89069_380.985:1.1357_2	1976	2327	-1	116	11.3010864258	13.02471	30.5043103448	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_20125_375.969:1.2232	ERR1913076_Contig_20125_375.969:1.2232_1	276	1278	-1	333	5.21673583984	35.12862	34.1663663664	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_20125_375.969:1.2232	ERR1913076_Contig_20125_375.969:1.2232_2	1323	1752	-1	142	6.93316650391	15.50011	32.1345070423	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_20125_375.969:1.2232	ERR1913076_Contig_20125_375.969:1.2232_3	1853	2351	-1	165	5.51910400391	18.22117	27.2030909091	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3603_315.308:1.4678	ERR1913076_Contig_3603_315.308:1.4678_1	186	504	1	105	9.27276611328	12.12083	20.7714285714	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3603_315.308:1.4678	ERR1913076_Contig_3603_315.308:1.4678_2	621	1017	1	131	8.62469482422	15.2599	47.6091603053	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_3603_315.308:1.4678	ERR1913076_Contig_3603_315.308:1.4678_3	1016	1457	1	146	4.57171630859	15.99363	35.145890411	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_44961_12.2719:1.1370	ERR1913076_Contig_44961_12.2719:1.1370_1	23	1163	1	379	5.28375244141	41.64553	25.2353825858	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_44961_12.2719:1.1370	ERR1913076_Contig_44961_12.2719:1.1370_2	1187	1349	1	53	5.28228759766	6.06469	20.8471698113	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_43153_327.894:1.1497	ERR1913076_Contig_43153_327.894:1.1497_1	111	846	1	244	9.54010009766	25.45073	16.1090163934	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_43153_327.894:1.1497	ERR1913076_Contig_43153_327.894:1.1497_2	909	1062	1	50	7.92742919922	5.75961	27.412	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_68504_325.007:1.1835	ERR1913076_Contig_68504_325.007:1.1835_1	409	688	-1	92	9.09991455078	10.12444	34.1586956522	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_68504_325.007:1.1835	ERR1913076_Contig_68504_325.007:1.1835_2	694	955	-1	86	4.76947021484	10.14688	24.4069767442	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79047_367.239:1.1240	ERR1913076_Contig_79047_367.239:1.1240_1	81	2598	1	838	7.12066650391	92.17253	16.7914319809	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79047_367.239:1.1240	ERR1913076_Contig_79047_367.239:1.1240_2	2673	3018	1	114	5.00738525391	13.10507	41.6464912281	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_79047_367.239:1.1240	ERR1913076_Contig_79047_367.239:1.1240_3	3007	3457	1	149	9.44512939453	16.76102	27.3147651007	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_55526_38.743:1.4541	ERR1913076_Contig_55526_38.743:1.4541_1	648	1203	-1	184	6.28704833984	19.66306	45.1961956522	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_59366_10.6978:1.1506	ERR1913076_Contig_59366_10.6978:1.1506_1	367	796	-1	142	9.66278076172	15.75761	31.1112676056	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_85533_12.1654:1.1368	ERR1913076_Contig_85533_12.1654:1.1368_1	369	2697	-1	775	6.87298583984	87.06072	37.7175870968	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_9540_37.2786:1.1025	ERR1913076_Contig_9540_37.2786:1.1025_1	55	310	1	84	4.69866943359	9.83854	46.5642857143	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_9540_37.2786:1.1025	ERR1913076_Contig_9540_37.2786:1.1025_2	468	828	1	119	5.32452392578	14.2126	63.725210084	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_9540_37.2786:1.1025	ERR1913076_Contig_9540_37.2786:1.1025_3	1029	1332	1	100	8.97503662109	10.89645	14.662	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_9540_37.2786:1.1025	ERR1913076_Contig_9540_37.2786:1.1025_4	1361	1514	1	50	9.87164306641	5.77278	64.51	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_18634_15.2325:1.2054	ERR1913076_Contig_18634_15.2325:1.2054_1	9	237	1	75	9.45452880859	8.17823	15.0786666667	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_18634_15.2325:1.2054	ERR1913076_Contig_18634_15.2325:1.2054_2	255	1830	1	524	4.92742919922	60.49599	42.0546183206	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_18634_15.2325:1.2054	ERR1913076_Contig_18634_15.2325:1.2054_3	2393	2759	-1	121	11.5748901367	13.32822	90.1652892562	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_18634_15.2325:1.2054	ERR1913076_Contig_18634_15.2325:1.2054_4	2755	3340	-1	194	8.72503662109	22.55566	67.3732474227	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_17934_23.1553:1.1514	ERR1913076_Contig_17934_23.1553:1.1514_1	403	697	-1	97	6.96002197266	11.58638	53.1278350515	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_39289_29.1176:1.1295	ERR1913076_Contig_39289_29.1176:1.1295_1	496	1570	1	357	5.58453369141	40.34983	31.7232492997	Hypothetical protein	NO_HIT	NA	NA	NA	YES	VOG1013	77.0	94.674556213	5e-18
ERR1913076_Contig_46650_18.04:1.2096	ERR1913076_Contig_46650_18.04:1.2096_1	766	922	1	51	10.821472168	6.45449	33.368627451	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_41179_19.361:1.1200	ERR1913076_Contig_41179_19.361:1.1200_1	249	699	1	149	4.58306884766	17.03751	27.3067114094	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_68864_15.9162:1.1070	ERR1913076_Contig_68864_15.9162:1.1070_1	290	1379	-1	362	5.68743896484	41.20165	28.8514088398	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
ERR1913076_Contig_58672_446.071:1.2046	ERR1913076_Contig_58672_446.071:1.2046_1	66	1113	1	348	5.13665771484	39.96428	21.0091954023	Hypothetical protein	NO_HIT	NA	NA	NA	NO	NO	NA	NA	NA
