Q_id	S1_id	S2_id	Overlap_coeff	S1_start	S1_end	Bitscore1	S2_start	S2_end	Bitscore2
ERR1136613_Contig_2886_7.29808:1.2630	NC_013804.1	NC_022266.1	0.0000	886	963	35.9	1957	2334	36.3
ERR1136613_Contig_2886_7.29808:1.2630	NC_013804.1	NC_028809.1	0.0000	886	963	35.9	1369	1521	33.1
ERR1136613_Contig_2886_7.29808:1.2630	NC_013804.1	NC_034446.1	0.0000	886	963	35.9	2442	2299	38.2
ERR1136613_Contig_2886_7.29808:1.2630	NC_022266.1	NC_028809.1	0.0000	1957	2334	36.3	1369	1521	33.1
ERR1136613_Contig_2886_7.29808:1.2630	NC_028809.1	NC_034446.1	0.0000	1369	1521	33.1	2442	2299	38.2
ERR1136613_Contig_41502_7.21609:1.2667	NC_023694.1	NC_031224.2	0.0000	1724	1921	71.6	287	610	87.7
ERR1136613_Contig_13775_6.39909:1.1566	NC_007653.1	NC_028809.1	0.0000	926	777	40.5	1563	1396	46.4
ERR1136613_Contig_13775_6.39909:1.1566	NC_007653.1	NC_030945.1	0.0000	926	777	40.5	449	57	85.4
ERR1136613_Contig_13775_6.39909:1.1566	NC_028809.1	NC_030945.1	0.0000	1563	1396	46.4	449	57	85.4
ERR1136613_Contig_5517_11.1514:1.1077	NC_019933.2	NC_034383.1	0.0000	986	705	121	677	441	84.0
ERR1136613_Contig_62074_11.9653:1.2154	NC_021858.1	NC_028759.1	0.0000	343	582	37.7	1369	1464	31.3
ERR1136613_Contig_4047_6.73616:1.1104	NC_007653.1	NC_020198.1	0.0000	737	859	34.1	9	293	49.6
ERR1136613_Contig_4047_6.73616:1.1104	NC_007653.1	NC_022563.1	0.0000	737	859	34.1	234	374	38.6
ERR1136613_Contig_4047_6.73616:1.1104	NC_011044.1	NC_020198.1	0.0000	771	905	32.2	9	293	49.6
ERR1136613_Contig_4047_6.73616:1.1104	NC_011044.1	NC_022563.1	0.0000	771	905	32.2	234	374	38.6
ERR1136613_Contig_59206_8.84633:1.2714	NC_001798.2	NC_005885.1	0.0000	1107	1277	38.2	1947	2021	32.7
ERR1136613_Contig_59206_8.84633:1.2714	NC_001798.2	NC_021858.1	0.0000	1107	1277	38.2	2013	2243	41.8
ERR1136613_Contig_59206_8.84633:1.2714	NC_001798.2	NC_037667.1	0.0000	1107	1277	38.2	2142	2279	38.2
ERR1136613_Contig_59206_8.84633:1.2714	NC_005885.1	NC_021858.1	0.1200	1947	2021	32.7	2013	2243	41.8
ERR1136613_Contig_59206_8.84633:1.2714	NC_005885.1	NC_037667.1	0.0000	1947	2021	32.7	2142	2279	38.2
ERR1136663_Contig_23542_10.0145:1.1123	NC_019544.1	NC_022970.1	0.0667	1003	638	75.3	649	470	37.7
ERR1136663_Contig_23542_10.0145:1.1123	NC_019544.1	NC_027990.1	0.0000	1003	638	75.3	377	198	37.3
ERR1136663_Contig_23542_10.0145:1.1123	NC_022970.1	NC_027990.1	0.0000	649	470	37.7	377	198	37.3
ERR1136663_Contig_84348_8.9347:1.1092	NC_006151.1	NC_006560.1	0.0000	196	113	32.2	606	370	43.7
ERR1136663_Contig_84348_8.9347:1.1092	NC_006151.1	NC_024771.1	0.0000	196	113	32.2	493	660	30.9
ERR1136663_Contig_72910_14.2456:1.1148	NC_004821.1	NC_021784.1	0.0000	3	242	61.1	411	623	47.3
ERR1136663_Contig_53789_9.36058:1.3054	NC_001806.2	NC_005336.1	0.0000	2357	2467	37.7	1931	2170	43.7
ERR1136663_Contig_53789_9.36058:1.3054	NC_001806.2	NC_025963.1	0.0000	2357	2467	37.7	155	265	36.8
ERR1136663_Contig_53789_9.36058:1.3054	NC_001806.2	NC_028665.1	0.0000	2357	2467	37.7	1791	1576	43.2
ERR1136663_Contig_53789_9.36058:1.3054	NC_001806.2	NC_030916.1	0.0000	2357	2467	37.7	68	175	37.7
ERR1136663_Contig_53789_9.36058:1.3054	NC_005336.1	NC_007653.1	0.0000	1931	2170	43.7	2426	2674	36.8
ERR1136663_Contig_53789_9.36058:1.3054	NC_005336.1	NC_025963.1	0.0000	1931	2170	43.7	155	265	36.8
ERR1136663_Contig_53789_9.36058:1.3054	NC_005336.1	NC_028665.1	0.0000	1931	2170	43.7	1791	1576	43.2
ERR1136663_Contig_53789_9.36058:1.3054	NC_005336.1	NC_030916.1	0.0000	1931	2170	43.7	68	175	37.7
ERR1136663_Contig_53789_9.36058:1.3054	NC_007653.1	NC_025963.1	0.0000	2426	2674	36.8	155	265	36.8
ERR1136663_Contig_53789_9.36058:1.3054	NC_007653.1	NC_028665.1	0.0000	2426	2674	36.8	1791	1576	43.2
ERR1136663_Contig_53789_9.36058:1.3054	NC_007653.1	NC_030916.1	0.0000	2426	2674	36.8	68	175	37.7
ERR1136663_Contig_53789_9.36058:1.3054	NC_025963.1	NC_028665.1	0.0000	155	265	36.8	1791	1576	43.2
ERR1136663_Contig_53789_9.36058:1.3054	NC_025963.1	NC_030916.1	0.1944	155	265	36.8	68	175	37.7
ERR1136663_Contig_53789_9.36058:1.3054	NC_028665.1	NC_030916.1	0.0000	1791	1576	43.2	68	175	37.7
ERR1136663_Contig_46030_7.28325:1.2343	NC_006560.1	NC_028764.1	0.0000	976	860	37.7	349	474	44.1
ERR1136663_Contig_46030_7.28325:1.2343	NC_006560.1	NC_030945.1	0.0000	976	860	37.7	22	303	65.2
ERR1136663_Contig_46030_7.28325:1.2343	NC_019782.1	NC_028764.1	0.0000	922	1215	55.1	349	474	44.1
ERR1136663_Contig_46030_7.28325:1.2343	NC_019782.1	NC_030945.1	0.0000	922	1215	55.1	22	303	65.2
ERR1136663_Contig_46030_7.28325:1.2343	NC_028764.1	NC_030945.1	0.0000	349	474	44.1	22	303	65.2
ERR1136663_Contig_15271_5.60729:1.1721	NC_030848.1	NC_031247.1	0.1778	218	397	31.3	374	508	32.7
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_005261.3	0.0000	677	790	42.3	189	94	45.1
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_006560.1	0.0000	677	790	42.3	1411	1256	35.0
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_013804.1	0.0000	677	790	42.3	2397	2507	40.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_018848.1	0.0000	677	790	42.3	2034	2243	44.1
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_022336.1	0.0000	677	790	42.3	2571	2645	34.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_029005.2	0.0000	677	790	42.3	2711	2598	35.4
ERR1136663_Contig_33965_27.0056:1.3218	NC_004812.1	NC_034446.1	0.0000	677	790	42.3	2553	2618	35.9
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_006560.1	0.0000	189	94	45.1	1411	1256	35.0
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_013804.1	0.0000	189	94	45.1	2397	2507	40.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_018848.1	0.0000	189	94	45.1	2034	2243	44.1
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_022336.1	0.0000	189	94	45.1	2571	2645	34.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_029005.2	0.0000	189	94	45.1	2711	2598	35.4
ERR1136663_Contig_33965_27.0056:1.3218	NC_005261.3	NC_034446.1	0.0000	189	94	45.1	2553	2618	35.9
ERR1136663_Contig_33965_27.0056:1.3218	NC_006560.1	NC_013804.1	0.0000	1411	1256	35.0	2397	2507	40.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_006560.1	NC_018848.1	0.0000	1411	1256	35.0	2034	2243	44.1
ERR1136663_Contig_33965_27.0056:1.3218	NC_006560.1	NC_022336.1	0.0000	1411	1256	35.0	2571	2645	34.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_006560.1	NC_029005.2	0.0000	1411	1256	35.0	2711	2598	35.4
ERR1136663_Contig_33965_27.0056:1.3218	NC_006560.1	NC_034446.1	0.0000	1411	1256	35.0	2553	2618	35.9
ERR1136663_Contig_33965_27.0056:1.3218	NC_013804.1	NC_018848.1	0.0000	2397	2507	40.5	2034	2243	44.1
ERR1136663_Contig_33965_27.0056:1.3218	NC_013804.1	NC_022336.1	0.0000	2397	2507	40.5	2571	2645	34.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_013804.1	NC_029005.2	0.0000	2397	2507	40.5	2711	2598	35.4
ERR1136663_Contig_33965_27.0056:1.3218	NC_013804.1	NC_034446.1	0.0000	2397	2507	40.5	2553	2618	35.9
ERR1136663_Contig_33965_27.0056:1.3218	NC_018848.1	NC_022336.1	0.0000	2034	2243	44.1	2571	2645	34.5
ERR1136663_Contig_33965_27.0056:1.3218	NC_018848.1	NC_029005.2	0.0000	2034	2243	44.1	2711	2598	35.4
ERR1136663_Contig_33965_27.0056:1.3218	NC_018848.1	NC_034446.1	0.0000	2034	2243	44.1	2553	2618	35.9
ERR1136663_Contig_2259_8.96015:1.1827	NC_007021.1	NC_027366.1	0.0000	276	455	50.6	27	137	49.2
ERR1136663_Contig_42547_7.96685:1.2041	NC_001884.1	NC_007581.1	0.0000	1717	1454	120	438	1	210
ERR1136663_Contig_60321_32.2602:1.1588	NC_024474.1	NC_030903.1	0.0000	847	972	34.1	483	794	58.3
ERR1136663_Contig_42555_8.65786:1.5246	NC_015210.1	NC_027997.1	0.0000	564	671	62.9	2617	2739	62.9
ERR1136663_Contig_42555_8.65786:1.5246	NC_015210.1	NC_030925.1	0.0000	564	671	62.9	30	260	84.5
ERR1136663_Contig_42555_8.65786:1.5246	NC_015292.1	NC_027997.1	0.0000	516	608	55.6	2617	2739	62.9
ERR1136663_Contig_42555_8.65786:1.5246	NC_015292.1	NC_030925.1	0.0000	516	608	55.6	30	260	84.5
ERR1136663_Contig_42555_8.65786:1.5246	NC_027997.1	NC_030925.1	0.0000	2617	2739	62.9	30	260	84.5
ERR1136663_Contig_21910_9.12284:1.3496	NC_009231.1	NC_019455.1	0.0000	2694	2509	57.9	2337	2158	54.7
ERR1136663_Contig_70493_8.78378:1.1759	NC_007581.1	NC_028749.1	0.0000	785	1021	48.3	86	448	120
ERR1136663_Contig_81284_7.63154:1.1225	NC_023554.1	NC_031112.1	0.0000	219	338	40.9	828	1070	40.9
ERR1136663_Contig_81284_7.63154:1.1225	NC_024145.1	NC_031112.1	0.0000	258	377	36.3	828	1070	40.9
ERR1136663_Contig_37155_9.18083:1.2962	NC_004065.1	NC_034446.1	0.0000	1785	1687	38.6	2194	2021	42.8
ERR1136663_Contig_37155_9.18083:1.2962	NC_004065.1	NC_034970.1	0.0000	1785	1687	38.6	2113	1985	44.6
ERR1136663_Contig_39451_10.182:1.1201	NC_021347.1	NC_034382.1	0.0000	444	319	39.6	12	158	46.4
ERR1136663_Contig_85822_9.2485:1.3678	NC_003521.1	NC_004065.1	0.0000	2480	2283	46.4	2963	2781	35.0
ERR1136663_Contig_85822_9.2485:1.3678	NC_003521.1	NC_007653.1	0.0000	2480	2283	46.4	2111	1935	43.2
ERR1136663_Contig_85822_9.2485:1.3678	NC_004065.1	NC_007653.1	0.0000	2963	2781	35.0	2111	1935	43.2
ERR1136663_Contig_71350_30.9809:1.2110	NC_023719.1	NC_029048.2	0.0000	1393	1674	148	1684	1836	44.1
ERR1136663_Contig_30748_7.11:1.1020	NC_004812.1	NC_022328.1	0.0000	271	375	26.3	163	240	41.4
ERR1136663_Contig_51688_10.4318:1.1486	NC_021858.1	NC_029005.2	0.0000	1005	742	40.5	530	613	31.8
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_005261.3	0.0000	416	541	40.9	782	922	39.1
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_006151.1	0.0000	416	541	40.9	1021	881	34.5
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_007653.1	0.0000	416	541	40.9	1181	1333	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_025115.1	0.0000	416	541	40.9	1019	1138	37.7
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_028791.1	0.0000	416	541	40.9	681	842	40.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_001798.2	NC_030929.1	0.0000	416	541	40.9	652	726	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_005261.3	NC_007653.1	0.0000	782	922	39.1	1181	1333	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_005261.3	NC_025115.1	0.0000	782	922	39.1	1019	1138	37.7
ERR1136663_Contig_72778_6.69321:1.1464	NC_005261.3	NC_030929.1	0.0000	782	922	39.1	652	726	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_006151.1	NC_007653.1	0.0000	1021	881	34.5	1181	1333	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_006151.1	NC_025115.1	0.0250	1021	881	34.5	1019	1138	37.7
ERR1136663_Contig_72778_6.69321:1.1464	NC_006151.1	NC_028791.1	0.0000	1021	881	34.5	681	842	40.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_006151.1	NC_030929.1	0.0000	1021	881	34.5	652	726	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_007653.1	NC_025115.1	0.0000	1181	1333	35.0	1019	1138	37.7
ERR1136663_Contig_72778_6.69321:1.1464	NC_007653.1	NC_028791.1	0.0000	1181	1333	35.0	681	842	40.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_007653.1	NC_030929.1	0.0000	1181	1333	35.0	652	726	35.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_025115.1	NC_028791.1	0.0000	1019	1138	37.7	681	842	40.0
ERR1136663_Contig_72778_6.69321:1.1464	NC_025115.1	NC_030929.1	0.0000	1019	1138	37.7	652	726	35.0
ERR1136663_Contig_9192_8.41458:1.1858	NC_019411.1	NC_022563.1	0.0000	1215	1063	44.6	936	826	40.9
ERR1136663_Contig_61891_8.66486:1.1124	NC_004065.1	NC_021471.1	0.0000	546	827	44.6	952	1086	35.0
ERR1136663_Contig_61891_8.66486:1.1124	NC_021471.1	NC_027925.1	0.0148	952	1086	35.0	720	953	46.9
ERR1136663_Contig_70348_10.5866:1.1418	NC_019508.1	NC_031077.1	0.0000	466	741	84.0	772	969	60.6
ERR1136663_Contig_64353_8.7189:1.1941	NC_007021.1	NC_029116.1	0.0000	533	691	65.2	704	883	64.8
ERR1136663_Contig_49350_10.8054:1.1125	NC_023716.1	NC_031263.1	0.0104	872	1117	53.8	682	873	33.6
ERR1136663_Contig_36112_33.6298:1.2856	NC_006151.1	NC_037666.1	0.0625	634	729	32.2	724	1014	43.2
ERR1136663_Contig_13601_8.38095:1.1259	NC_008030.1	NC_014567.1	0.0000	996	760	44.6	459	352	42.3
ERR1136663_Contig_13601_8.38095:1.1259	NC_008030.1	NC_034446.1	0.0000	996	760	44.6	1197	1012	37.3
ERR1136663_Contig_13601_8.38095:1.1259	NC_014567.1	NC_034446.1	0.0000	459	352	42.3	1197	1012	37.3
ERR1136663_Contig_71842_7.69959:1.1478	NC_001806.2	NC_013288.1	0.0000	678	592	33.1	878	994	29.9
ERR1136663_Contig_71842_7.69959:1.1478	NC_001806.2	NC_023690.1	0.0000	678	592	33.1	1284	1207	36.8
ERR1136663_Contig_71842_7.69959:1.1478	NC_013288.1	NC_023690.1	0.0000	878	994	29.9	1284	1207	36.8
ERR1136663_Contig_71842_7.69959:1.1478	NC_013288.1	NC_027348.2	0.0000	878	994	29.9	643	783	33.6
ERR1136663_Contig_71842_7.69959:1.1478	NC_023690.1	NC_027348.2	0.0000	1284	1207	36.8	643	783	33.6
ERR1136663_Contig_16428_10.917:1.2539	NC_015584.1	NC_022976.1	0.0392	1193	1345	37.7	902	1198	51.5
ERR1136663_Contig_28326_6.20151:1.2278	NC_019506.1	NC_031077.1	0.0000	1355	1624	78.0	1655	1747	41.8
ERR1136663_Contig_76754_9.09611:1.3693	NC_007581.1	NC_014457.1	0.0000	929	1438	86.4	3374	3607	102
ERR1136663_Contig_48957_8.29755:1.2023	NC_007653.1	NC_028968.1	0.0000	573	779	34.5	1701	1961	33.1
ERR1136663_Contig_88159_6.84089:1.1321	NC_003521.1	NC_015225.1	0.0000	887	696	43.2	411	334	34.5
ERR1136663_Contig_59656_5.9128:1.1293	NC_018087.3	NC_028857.1	0.0000	888	1112	67.2	477	644	50.9
ERR1136663_Contig_12059_5.71237:1.1661	NC_005887.1	NC_028770.1	0.0000	783	520	51.0	497	297	37.3
ERR1136663_Contig_18213_8.67794:1.1321	NC_005261.3	NC_010393.1	0.0000	980	762	40.5	356	201	36.8
ERR1136663_Contig_18213_8.67794:1.1321	NC_005261.3	NC_032496.1	0.0000	980	762	40.5	1167	1054	38.2
ERR1136663_Contig_18213_8.67794:1.1321	NC_010393.1	NC_028809.1	0.0000	356	201	36.8	1032	874	36.3
ERR1136663_Contig_18213_8.67794:1.1321	NC_010393.1	NC_032496.1	0.0000	356	201	36.8	1167	1054	38.2
ERR1136663_Contig_18213_8.67794:1.1321	NC_028809.1	NC_032496.1	0.0000	1032	874	36.3	1167	1054	38.2
ERR1136663_Contig_79849_9.77952:1.2188	NC_004812.1	NC_005261.3	0.0000	1241	1125	38.6	942	826	34.5
ERR1136663_Contig_79849_9.77952:1.2188	NC_004812.1	NC_007653.1	0.0000	1241	1125	38.6	1797	1633	39.1
ERR1136663_Contig_79849_9.77952:1.2188	NC_004812.1	NC_016569.1	0.0000	1241	1125	38.6	1884	1813	38.2
ERR1136663_Contig_79849_9.77952:1.2188	NC_005261.3	NC_007653.1	0.0000	942	826	34.5	1797	1633	39.1
ERR1136663_Contig_79849_9.77952:1.2188	NC_005261.3	NC_016569.1	0.0000	942	826	34.5	1884	1813	38.2
ERR1136663_Contig_79849_9.77952:1.2188	NC_007653.1	NC_016569.1	0.0000	1797	1633	39.1	1884	1813	38.2
ERR1136663_Contig_59262_9.8374:1.1250	NC_001987.1	NC_003347.1	0.0000	1177	1055	29.9	641	540	33.1
ERR1136663_Contig_59262_9.8374:1.1250	NC_001987.1	NC_008199.1	0.0000	1177	1055	29.9	514	305	38.2
ERR1136663_Contig_59262_9.8374:1.1250	NC_003347.1	NC_008199.1	0.0000	641	540	33.1	514	305	38.2
ERR1136663_Contig_61849_8.92799:1.1867	NC_021558.1	NC_030904.1	0.0000	157	279	56.1	1349	1543	56.5
ERR1136663_Contig_35047_6.7041:1.1142	NC_006151.1	NC_031231.1	0.0000	874	770	35.9	266	427	41.4
ERR1136663_Contig_35047_6.7041:1.1142	NC_018264.1	NC_031231.1	0.0000	616	816	85.8	266	427	41.4
ERR1136663_Contig_7333_6.10268:1.1325	NC_022331.2	NC_023677.1	0.0000	556	690	38.6	307	468	44.1
ERR1136663_Contig_7333_6.10268:1.1325	NC_022331.2	NC_027334.1	0.0000	556	690	38.6	352	525	41.8
ERR1136663_Contig_7333_6.10268:1.1325	NC_022331.2	NC_037667.1	0.0000	556	690	38.6	859	981	40.5
ERR1136663_Contig_7333_6.10268:1.1325	NC_023677.1	NC_037667.1	0.0000	307	468	44.1	859	981	40.5
ERR1136663_Contig_7333_6.10268:1.1325	NC_027334.1	NC_037667.1	0.0000	352	525	41.8	859	981	40.5
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_005261.3	0.0000	2840	2751	35.4	2692	2525	36.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_005336.1	0.0000	2840	2751	35.4	1743	1663	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_007217.1	0.0000	2840	2751	35.4	1252	1320	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_013804.1	0.0000	2840	2751	35.4	159	52	37.7
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_021302.1	0.0000	2840	2751	35.4	2298	2384	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_024147.1	0.0000	2840	2751	35.4	2256	2351	34.1
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_031265.1	0.0000	2840	2751	35.4	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_001847.1	NC_037667.1	0.0000	2840	2751	35.4	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_005336.1	0.0000	2692	2525	36.3	1743	1663	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_007217.1	0.0000	2692	2525	36.3	1252	1320	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_013804.1	0.0000	2692	2525	36.3	159	52	37.7
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_021302.1	0.0000	2692	2525	36.3	2298	2384	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_024147.1	0.0000	2692	2525	36.3	2256	2351	34.1
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_031265.1	0.0000	2692	2525	36.3	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005261.3	NC_037667.1	0.0000	2692	2525	36.3	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_007217.1	0.0000	1743	1663	40.0	1252	1320	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_013804.1	0.0000	1743	1663	40.0	159	52	37.7
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_021302.1	0.0000	1743	1663	40.0	2298	2384	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_024147.1	0.0000	1743	1663	40.0	2256	2351	34.1
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_031265.1	0.0000	1743	1663	40.0	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_005336.1	NC_037667.1	0.0000	1743	1663	40.0	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_007217.1	NC_013804.1	0.0000	1252	1320	31.3	159	52	37.7
ERR1136663_Contig_12093_7.29805:1.2845	NC_007217.1	NC_021302.1	0.0000	1252	1320	31.3	2298	2384	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_007217.1	NC_024147.1	0.0000	1252	1320	31.3	2256	2351	34.1
ERR1136663_Contig_12093_7.29805:1.2845	NC_007217.1	NC_031265.1	0.0000	1252	1320	31.3	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_007217.1	NC_037667.1	0.0000	1252	1320	31.3	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_013804.1	NC_021302.1	0.0000	159	52	37.7	2298	2384	31.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_013804.1	NC_024147.1	0.0000	159	52	37.7	2256	2351	34.1
ERR1136663_Contig_12093_7.29805:1.2845	NC_013804.1	NC_031265.1	0.0000	159	52	37.7	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_013804.1	NC_037667.1	0.0000	159	52	37.7	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_021302.1	NC_031265.1	0.0000	2298	2384	31.3	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_021302.1	NC_037667.1	0.0000	2298	2384	31.3	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_024147.1	NC_031265.1	0.0000	2256	2351	34.1	1078	1140	37.3
ERR1136663_Contig_12093_7.29805:1.2845	NC_024147.1	NC_037667.1	0.0000	2256	2351	34.1	901	1053	40.0
ERR1136663_Contig_12093_7.29805:1.2845	NC_031265.1	NC_037667.1	0.0000	1078	1140	37.3	901	1053	40.0
ERR1136663_Contig_66295_6.82601:1.1135	NC_019418.1	NC_021325.1	0.0000	3	269	53.3	309	380	40.0
ERR1136663_Contig_13657_10.5125:1.2428	NC_005262.3	NC_006151.1	0.0000	760	701	37.3	959	789	39.6
ERR1136663_Contig_13657_10.5125:1.2428	NC_005262.3	NC_007653.1	0.0000	760	701	37.3	2263	2355	41.8
ERR1136663_Contig_13657_10.5125:1.2428	NC_005262.3	NC_008207.1	0.0000	760	701	37.3	1821	1964	40.9
ERR1136663_Contig_13657_10.5125:1.2428	NC_005262.3	NC_034446.1	0.0000	760	701	37.3	1502	1392	44.1
ERR1136663_Contig_13657_10.5125:1.2428	NC_006151.1	NC_007653.1	0.0000	959	789	39.6	2263	2355	41.8
ERR1136663_Contig_13657_10.5125:1.2428	NC_006151.1	NC_008207.1	0.0000	959	789	39.6	1821	1964	40.9
ERR1136663_Contig_13657_10.5125:1.2428	NC_006151.1	NC_034446.1	0.0000	959	789	39.6	1502	1392	44.1
ERR1136663_Contig_13657_10.5125:1.2428	NC_007653.1	NC_008207.1	0.0000	2263	2355	41.8	1821	1964	40.9
ERR1136663_Contig_13657_10.5125:1.2428	NC_007653.1	NC_034446.1	0.0000	2263	2355	41.8	1502	1392	44.1
ERR1136663_Contig_13657_10.5125:1.2428	NC_008207.1	NC_034446.1	0.0000	1821	1964	40.9	1502	1392	44.1
ERR1136663_Contig_40674_5.85336:1.1077	NC_028861.1	NC_034446.1	0.0000	591	689	35.9	369	440	35.9
ERR1136663_Contig_73064_9.16532:1.1871	NC_027867.1	NC_028931.1	0.0000	987	1187	31.8	1212	1310	40.9
ERR1136663_Contig_44111_14.6112:1.3117	NC_004166.2	NC_008913.1	0.0000	218	355	46.4	2562	2696	43.2
ERR1136663_Contig_24122_9.7946:1.1427	NC_024144.1	NC_025438.1	0.0000	1381	1232	51.8	830	657	34.5
ERR1136663_Contig_6087_6.17667:1.2686	NC_013804.1	NC_021347.1	0.0000	1631	1843	40.9	1527	1619	34.5
ERR1136663_Contig_6087_6.17667:1.2686	NC_013804.1	NC_021858.1	0.0000	1631	1843	40.9	1223	1438	44.1
ERR1136663_Contig_6087_6.17667:1.2686	NC_013804.1	NC_028803.1	0.0000	1631	1843	40.9	1516	1430	31.8
ERR1136663_Contig_6087_6.17667:1.2686	NC_021347.1	NC_021858.1	0.0000	1527	1619	34.5	1223	1438	44.1
ERR1136663_Contig_6087_6.17667:1.2686	NC_021347.1	NC_028803.1	0.0000	1527	1619	34.5	1516	1430	31.8
ERR1136663_Contig_6087_6.17667:1.2686	NC_021858.1	NC_028803.1	0.1034	1223	1438	44.1	1516	1430	31.8
ERR1136663_Contig_86841_10.7215:1.1194	NC_007917.1	NC_019422.1	0.0000	114	281	44.1	825	959	51.9
ERR1136663_Contig_77521_7.60783:1.1170	NC_018280.1	NC_027981.1	0.0000	870	977	47.8	191	298	54.2
ERR1136663_Contig_43970_9.49966:1.1473	NC_007917.1	NC_028838.1	0.0000	1082	1471	125	686	862	63.8
ERR1136663_Contig_31734_9.09331:1.1231	NC_006938.1	NC_021347.1	0.0000	776	501	48.3	852	980	36.3
ERR1136663_Contig_31734_9.09331:1.1231	NC_006938.1	NC_028980.1	0.2245	776	501	48.3	890	744	37.7
ERR1136663_Contig_31734_9.09331:1.1231	NC_006938.1	NC_031243.1	0.0000	776	501	48.3	1151	1035	30.4
ERR1136663_Contig_31734_9.09331:1.1231	NC_021347.1	NC_031243.1	0.0000	852	980	36.3	1151	1035	30.4
ERR1136663_Contig_31734_9.09331:1.1231	NC_028980.1	NC_031243.1	0.0000	890	744	37.7	1151	1035	30.4
ERR1136663_Contig_56895_8.83548:1.1108	NC_019410.1	NC_021858.1	0.0000	337	143	40.0	955	827	35.4
ERR1136663_Contig_56895_8.83548:1.1108	NC_019410.1	NC_031247.1	0.0000	337	143	40.0	718	614	29.5
ERR1136663_Contig_56895_8.83548:1.1108	NC_019410.1	NC_037666.1	0.0000	337	143	40.0	685	485	38.2
