#Original	New
ERR1857044_NC_009333.1_1:1.1208	LOC_1
ERR1857044_Contig_6926_10.807:1.1932	LOC_2341
ERR1857044_Contig_28218_16.0482:1.1785	LOC_2342
ERR1857044_Contig_27638_27.832:1.1353	LOC_2343
ERR1857044_Contig_55713_8.30925:1.1944	LOC_2344
ERR1857044_Contig_63916_20.3865:1.1016	LOC_2345
ERR1857044_Contig_32761_13.8258:1.1128	LOC_2346
ERR1857044_Contig_61984_12.9575:1.1009	LOC_2347
ERR1857044_Contig_8501_23.7077:1.1515	LOC_2348
ERR1857044_Contig_39469_19.4572:1.2098	LOC_2349
ERR1857044_Contig_36601_18.7136:1.1120	LOC_2350
ERR1857044_Contig_87541_7.16253:1.1552	LOC_2351
ERR1857044_Contig_25739_37.1852:1.1343	LOC_2352
ERR1857044_Contig_79024_10.698:1.1603	LOC_2353
ERR1857044_Contig_79938_10.2001:1.1354	LOC_2354
ERR1857044_Contig_73091_15.5363:1.1342	LOC_2355
ERR1857044_Contig_42953_5.4568:1.1108	LOC_2356
ERR1857044_Contig_81848_28.8241:1.1009	LOC_2357
ERR1857044_Contig_59100_14.7572:1.1091	LOC_2358
ERR1857044_Contig_53770_10.6502:1.1644	LOC_2359
ERR1857044_Contig_4313_28.121:1.1111	LOC_2360
ERR1857044_Contig_2710_12.8148:1.1451	LOC_2361
ERR1857044_Contig_70050_5.83525:1.1064	LOC_2362
ERR1857044_Contig_86235_16.8432:1.3203	LOC_2363
ERR1857044_Contig_33773_10.1157:1.1057	LOC_2364
ERR1857044_Contig_80151_12.3813:1.1069	LOC_2365
ERR1857044_Contig_28410_5.6153:1.1772	LOC_2366
ERR1857044_Contig_29861_21.1805:1.1488	LOC_2367
ERR1857044_Contig_59655_21.1237:1.1152	LOC_2368
ERR1857044_Contig_20385_10.0316:1.1763	LOC_2369
ERR1857044_Contig_91051_6.7093:1.1138	LOC_2370
ERR1857044_Contig_64590_9.97715:1.1333	LOC_2371
ERR1857044_Contig_45586_11.589:1.1660	LOC_2372
ERR1857044_Contig_33022_8.91489:1.2828	LOC_2373
ERR1857044_Contig_47817_9.90931:1.1652	LOC_2374
ERR1857044_Contig_74566_35.1322:1.1155	LOC_2375
ERR1857044_Contig_58521_9.2207:1.1112	LOC_2376
ERR1857044_Contig_88759_12.2914:1.1365	LOC_2377
ERR1857044_Contig_7859_9.55232:1.1702	LOC_2378
ERR1857044_Contig_13228_8.67556:1.1706	LOC_2379
ERR1857044_Contig_86724_22.2607:1.1240	LOC_2380
ERR1857044_Contig_65117_10.1243:1.1219	LOC_2381
ERR1857044_Contig_5159_14.3895:1.3689	LOC_2382
ERR1857044_Contig_9120_25.8805:1.2246	LOC_2383
ERR1857044_Contig_78404_9.71241:1.3073	LOC_2384
ERR1857044_Contig_49573_37.1473:1.1507	LOC_2385
ERR1857044_Contig_14002_27.631:1.1215	LOC_2386
ERR1857044_Contig_91841_39.4206:1.1097	LOC_2387
ERR1857044_Contig_63599_20.8802:1.1147	LOC_2388
ERR1857044_Contig_93346_7.69467:1.1127	LOC_2389
ERR1857044_Contig_73883_8.85829:1.1763	LOC_2390
ERR1857044_Contig_60334_11.5919:1.2588	LOC_2391
ERR1857044_Contig_2001_22.4524:1.1490	LOC_2392
ERR1857044_Contig_63350_14.6442:1.1729	LOC_2393
ERR1857044_Contig_8418_6.33367:1.2001	LOC_2394
ERR1857044_Contig_61899_20.3668:1.2858	LOC_2395
ERR1857044_Contig_84439_9.85775:1.1201	LOC_2396
ERR1857044_Contig_8666_17.2622:1.1572	LOC_2397
ERR1857044_Contig_40744_7.22579:1.1641	LOC_2398
ERR1857044_Contig_14690_6.56447:1.1641	LOC_2399
ERR1857044_Contig_47383_9.53008:1.1250	LOC_2400
ERR1857044_Contig_36846_9.17007:1.2272	LOC_2401
ERR1857044_Contig_82657_7.5837:1.1161	LOC_2402
ERR1857044_Contig_14172_11.4734:1.1260	LOC_2403
ERR1857044_Contig_72983_16.003:1.1991	LOC_2404
ERR1857044_Contig_68677_13.0938:1.1267	LOC_2405
ERR1857044_Contig_20419_35.6432:1.1169	LOC_2406
ERR1857044_Contig_55614_12.5357:1.1435	LOC_2407
ERR1857044_Contig_56986_11.2637:1.1078	LOC_2408
ERR1857044_Contig_24269_6.85306:1.1245	LOC_2409
ERR1857044_Contig_3895_8.55602:1.1457	LOC_2410
ERR1857044_Contig_14581_27.6992:1.1629	LOC_2411
ERR1857044_Contig_25097_26.0757:1.1460	LOC_2412
ERR1857044_Contig_8508_10.1075:1.2633	LOC_2413
ERR1857044_Contig_45554_19.1355:1.3416	LOC_2414
ERR1857044_Contig_54935_11.9282:1.2904	LOC_2415
ERR1857044_Contig_86866_7.267:1.2005	LOC_2416
ERR1857044_Contig_3757_12.3283:1.1555	LOC_2417
ERR1857044_Contig_532_12.072:1.1436	LOC_2418
ERR1857044_Contig_88105_21.969:1.1438	LOC_2419
ERR1857044_Contig_46546_18.8539:1.1115	LOC_2420
ERR1857044_Contig_71545_17.7751:1.1696	LOC_2421
ERR1857044_Contig_89270_14.7337:1.1094	LOC_2422
ERR1857044_Contig_35024_11.7275:1.1121	LOC_2423
ERR1857044_Contig_67613_9.44739:1.1493	LOC_2424
ERR1857044_Contig_86675_12.6706:1.2570	LOC_2425
ERR1857044_Contig_36241_11.4696:1.1236	LOC_2426
ERR1857044_Contig_86428_14.4569:1.1854	LOC_2427
ERR1857044_Contig_79720_23.5931:1.1035	LOC_2428
ERR1857044_Contig_47663_10.3132:1.4353	LOC_2429
ERR1857044_Contig_91255_36.4563:1.1186	LOC_2430
ERR1857044_Contig_11455_10.5554:1.3691	LOC_2431
ERR1857044_Contig_30140_10.0923:1.2035	LOC_2432
ERR1857044_Contig_62130_10.9248:1.1057	LOC_2433
ERR1857044_Contig_56976_7.93255:1.3504	LOC_2434
ERR1857044_Contig_50861_9.65874:1.1239	LOC_2435
ERR1857044_Contig_58509_8.25762:1.1037	LOC_2436
ERR1857044_Contig_373_8.3621:1.2210	LOC_2437
ERR1857044_Contig_71724_10.0668:1.1428	LOC_2438
ERR1857044_Contig_76098_9.06638:1.1873	LOC_2439
ERR1857044_Contig_40046_8.9741:1.1912	LOC_2440
ERR1857044_Contig_72351_10.5389:1.1677	LOC_2441
ERR1857044_Contig_49110_10.929:1.2639	LOC_2442
ERR1857044_Contig_34657_7.16242:1.1393	LOC_2443
ERR1857044_Contig_33458_9.32435:1.1022	LOC_2444
ERR1857044_Contig_36158_11.3809:1.1057	LOC_2445
ERR1857044_Contig_83673_13.1237:1.1887	LOC_2446
ERR1857044_Contig_89780_43.2638:1.1195	LOC_2447
ERR1857044_Contig_7471_7.67284:1.1478	LOC_2448
ERR1857044_Contig_74319_23.5131:1.1246	LOC_2449
ERR1857044_Contig_9867_12.6546:1.1653	LOC_2450
ERR1857044_Contig_32084_9.32793:1.2365	LOC_2451
ERR1857044_Contig_73042_11.29:1.1234	LOC_2452
ERR1857044_Contig_32383_19.8476:1.1293	LOC_2453
ERR1857044_Contig_29136_35.4837:1.1281	LOC_2454
ERR1857044_Contig_38889_11.0742:1.2014	LOC_2455
ERR1857044_Contig_88578_13.2216:1.1288	LOC_2456
ERR1857044_Contig_7774_8.21913:1.1599	LOC_2457
ERR1857044_Contig_88997_12.9238:1.1149	LOC_2458
ERR1857044_Contig_19204_9.23512:1.1028	LOC_2459
ERR1857044_Contig_8062_8.55493:1.2523	LOC_2460
ERR1857044_Contig_25721_11.3761:1.1227	LOC_2461
ERR1857044_Contig_41325_37.1573:1.2010	LOC_2462
ERR1857044_Contig_59315_17.9324:1.1262	LOC_2463
ERR1857044_Contig_13348_12.1396:1.1216	LOC_2464
ERR1857044_Contig_1539_7.47431:1.3037	LOC_2465
ERR1857044_Contig_63406_11.7123:1.1424	LOC_2466
ERR1857044_Contig_29115_11.6407:1.2834	LOC_2467
ERR1857044_Contig_5664_26.032:1.2143	LOC_2468
ERR1857044_Contig_23662_36.6788:1.1122	LOC_2469
ERR1857044_Contig_89611_19.3126:1.1645	LOC_2470
ERR1857044_Contig_80793_13.1031:1.1630	LOC_2471
ERR1857044_Contig_35271_8.46553:1.1717	LOC_2472
ERR1857044_Contig_36665_8.05662:1.1115	LOC_2473
ERR1857044_Contig_59327_12.5363:1.2047	LOC_2474
ERR1857044_Contig_37384_6.58326:1.1095	LOC_2475
ERR1857044_Contig_54806_21.34:1.1473	LOC_2476
ERR1857044_Contig_25327_9.5398:1.1402	LOC_2477
ERR1857044_Contig_81373_9.3553:1.1962	LOC_2478
ERR1857044_Contig_13065_10.6858:1.1347	LOC_2479
ERR1857044_Contig_47188_11.5704:1.2050	LOC_2480
ERR1857044_Contig_18959_20.717:1.1391	LOC_2481
ERR1857044_Contig_77154_10.1618:1.1182	LOC_2482
ERR1857044_Contig_40253_11.5118:1.1331	LOC_2483
ERR1857044_Contig_52389_7.47342:1.2240	LOC_2484
ERR1857044_Contig_7450_10.7867:1.1342	LOC_2485
ERR1857044_Contig_55052_10.5216:1.1272	LOC_2486
ERR1857044_Contig_8604_16.5129:1.3229	LOC_2487
ERR1857044_Contig_36718_9.13677:1.1029	LOC_2488
ERR1857044_Contig_7775_29.3618:1.1225	LOC_2489
ERR1857044_Contig_79101_8.02109:1.1300	LOC_2490
ERR1857044_Contig_18021_23.2621:1.1077	LOC_2491
ERR1857044_Contig_32472_36.9518:1.1554	LOC_2492
ERR1857044_Contig_10599_22.9407:1.1924	LOC_2493
ERR1857044_Contig_5198_5.41325:1.1167	LOC_2494
ERR1857044_Contig_43573_8.71159:1.1927	LOC_2495
ERR1857044_Contig_40494_8.46533:1.2472	LOC_2496
ERR1857044_Contig_66346_8.57099:1.2626	LOC_2497
ERR1857044_Contig_8158_10.4087:1.1006	LOC_2498
ERR1857044_Contig_66095_8.53423:1.2708	LOC_2499
ERR1857044_Contig_25753_11.0808:1.1084	LOC_2500
ERR1857044_Contig_20813_30.6773:1.1083	LOC_2501
ERR1857044_Contig_15108_6.17842:1.1466	LOC_2502
ERR1857044_Contig_74162_10.8153:1.1146	LOC_2503
ERR1857044_Contig_74378_39.7293:1.1169	LOC_2504
ERR1857044_Contig_38153_23.2205:1.1222	LOC_2505
ERR1857044_Contig_10532_5.89741:1.1024	LOC_2506
ERR1857044_Contig_72001_10.5003:1.1569	LOC_2507
ERR1857044_Contig_60250_22.7243:1.1402	LOC_2508
ERR1857044_Contig_9755_6.46621:1.1633	LOC_2509
ERR1857044_Contig_63298_12.2513:1.1011	LOC_2510
ERR1857044_Contig_22764_9.80366:1.1166	LOC_2511
ERR1857044_Contig_5778_9.93989:1.1118	LOC_2512
ERR1857044_Contig_43849_8.56818:1.1560	LOC_2513
ERR1857044_Contig_68366_20.2172:1.2672	LOC_2514
ERR1857044_Contig_73029_10.1054:1.1035	LOC_2515
ERR1857044_Contig_3612_15.5875:1.1266	LOC_2516
ERR1857044_Contig_56432_5.74698:1.1593	LOC_2517
ERR1857044_Contig_91501_20.1989:1.1312	LOC_2518
ERR1857044_Contig_52578_11.0277:1.1321	LOC_2519
ERR1857044_Contig_56099_17.491:1.1077	LOC_2520
ERR1857044_Contig_45702_24.6256:1.4739	LOC_2521
ERR1857044_Contig_76775_9.72482:1.1579	LOC_2522
ERR1857044_Contig_76308_18.323:1.4484	LOC_2523
ERR1857044_Contig_74275_7.5381:1.1503	LOC_2524
ERR1857044_Contig_17416_42.3536:1.1810	LOC_2525
ERR1857044_Contig_70905_26.8866:1.1069	LOC_2526
ERR1857044_Contig_76866_22.7151:1.1691	LOC_2527
ERR1857044_Contig_31005_9.927:1.2746	LOC_2528
ERR1857044_Contig_32475_20.6923:1.1687	LOC_2529
ERR1857044_Contig_92824_8.14475:1.1533	LOC_2530
ERR1857044_Contig_82799_15.0253:1.2151	LOC_2531
ERR1857044_Contig_8790_9.53839:1.1036	LOC_2532
ERR1857044_Contig_26550_17.3297:1.1033	LOC_2533
ERR1857044_Contig_47765_9.87304:1.2123	LOC_2534
ERR1857044_Contig_86220_14.1696:1.1388	LOC_2535
ERR1857044_Contig_30684_9.25666:1.2459	LOC_2536
ERR1857044_Contig_45567_36.3509:1.1331	LOC_2537
ERR1857044_Contig_47800_5.85065:1.1098	LOC_2538
ERR1857044_Contig_68844_11.9079:1.2691	LOC_2539
ERR1857044_Contig_70287_9.28657:1.1189	LOC_2540
ERR1857044_Contig_41161_9.05394:1.1503	LOC_2541
ERR1857044_Contig_82413_15.1439:1.1410	LOC_2542
ERR1857044_Contig_59938_9.74572:1.1479	LOC_2543
ERR1857044_Contig_59018_21.4218:1.2341	LOC_2544
ERR1857044_Contig_77605_7.16407:1.1367	LOC_2545
ERR1857044_Contig_25587_5.92428:1.1750	LOC_2546
ERR1857044_Contig_21037_7.55006:1.3596	LOC_2547
ERR1857044_Contig_84005_9.10733:1.1138	LOC_2548
ERR1857044_Contig_60031_11.2522:1.1257	LOC_2549
ERR1857044_Contig_38723_22.7798:1.1287	LOC_2550
ERR1857044_Contig_14091_16.7469:1.1612	LOC_2551
ERR1857044_Contig_11313_24.7086:1.2158	LOC_2552
ERR1857044_Contig_87456_10.6692:1.1749	LOC_2553
ERR1857044_Contig_5258_8.47513:1.1729	LOC_2554
ERR1857044_Contig_13940_6.31646:1.1363	LOC_2555
ERR1857044_Contig_10501_10.5897:1.2935	LOC_2556
ERR1857044_Contig_13333_11.4674:1.2921	LOC_2557
ERR1857044_Contig_73831_10.1069:1.1274	LOC_2558
ERR1857044_Contig_86014_21.7108:1.2593	LOC_2559
ERR1857044_Contig_64831_12.4602:1.1591	LOC_2560
ERR1857044_Contig_87497_9.31669:1.1422	LOC_2561
ERR1857044_Contig_46767_10.2535:1.1093	LOC_2562
ERR1857044_Contig_3647_7.91414:1.1173	LOC_2563
ERR1857044_Contig_12592_8.30338:1.1055	LOC_2564
ERR1857044_Contig_63048_6.36302:1.1356	LOC_2565
ERR1857044_Contig_29457_11.8154:1.1883	LOC_2566
ERR1857044_Contig_93610_6.83687:1.1246	LOC_2567
ERR1857044_Contig_22935_14.9527:1.1734	LOC_2568
ERR1857044_Contig_58437_13.02:1.1517	LOC_2569
ERR1857044_Contig_20387_13.8233:1.1231	LOC_2570
ERR1857044_Contig_85699_14.6733:1.1229	LOC_2571
ERR1857044_Contig_85268_12.3169:1.1806	LOC_2572
ERR1857044_Contig_11330_13.36:1.1220	LOC_2573
ERR1857044_Contig_5926_22.1656:1.1965	LOC_2574
ERR1857044_Contig_55239_9.96212:1.1868	LOC_2575
ERR1857044_Contig_64567_26.84:1.1451	LOC_2576
ERR1857044_Contig_48030_8.65289:1.1714	LOC_2577
ERR1857044_Contig_1435_11.3357:1.1679	LOC_2578
ERR1857044_Contig_835_12.5671:1.1034	LOC_2579
ERR1857044_Contig_32393_21.7602:1.1788	LOC_2580
ERR1857044_Contig_92143_23.0875:1.1334	LOC_2581
ERR1857044_Contig_15878_9.50248:1.1433	LOC_2582
ERR1857044_Contig_11957_10.2691:1.2086	LOC_2583
ERR1857044_Contig_57399_8.52138:1.2452	LOC_2584
ERR1857044_Contig_22741_24.9687:1.1811	LOC_2585
ERR1857044_Contig_9537_15.6884:1.1939	LOC_2586
ERR1857044_Contig_75326_7.67833:1.1077	LOC_2587
ERR1857044_Contig_83331_9.99312:1.1328	LOC_2588
ERR1857044_Contig_75173_11.8763:1.1330	LOC_2589
ERR1857044_Contig_24275_8.13278:1.1097	LOC_2590
ERR1857044_Contig_17003_12.4983:1.2444	LOC_2591
ERR1857044_Contig_72257_8.84693:1.1797	LOC_2592
ERR1857044_Contig_25096_25.4956:1.1392	LOC_2593
ERR1857044_Contig_9536_15.1508:1.1260	LOC_2594
ERR1857044_Contig_70451_15.1632:1.1411	LOC_2595
ERR1857044_Contig_84977_7.77641:1.2055	LOC_2596
ERR1857044_Contig_85751_12.3993:1.1838	LOC_2597
ERR1857044_Contig_72914_10.0404:1.2100	LOC_2598
ERR1857044_Contig_56234_14.2793:1.1044	LOC_2599
ERR1857044_Contig_34977_37.3095:1.1713	LOC_2600
ERR1857044_Contig_47904_8.98385:1.1939	LOC_2601
ERR1857044_Contig_70872_24.4505:1.1112	LOC_2602
ERR1857044_Contig_54473_11.477:1.1194	LOC_2603
ERR1857044_Contig_53677_37.8247:1.1509	LOC_2604
ERR1857044_Contig_67629_9.87201:1.1442	LOC_2605
ERR1857044_Contig_26595_11.9925:1.1226	LOC_2606
ERR1857044_Contig_528_23.1339:1.1051	LOC_2607
ERR1857044_Contig_44415_12.1638:1.1235	LOC_2608
ERR1857044_Contig_65666_18.024:1.1102	LOC_2609
ERR1857044_Contig_28397_7.85401:1.1253	LOC_2610
ERR1857044_Contig_76708_26.3525:1.1495	LOC_2611
ERR1857044_Contig_72104_9.60471:1.1123	LOC_2612
ERR1857044_Contig_83683_9.50845:1.2506	LOC_2613
ERR1857044_Contig_63282_8.66089:1.1058	LOC_2614
ERR1857044_Contig_27452_13.4769:1.1534	LOC_2615
ERR1857044_Contig_42136_23.4937:1.1679	LOC_2616
ERR1857044_Contig_75989_42.6676:1.1049	LOC_2617
ERR1857044_Contig_89099_22.8005:1.1133	LOC_2618
ERR1857044_Contig_33135_11.4493:1.1449	LOC_2619
ERR1857044_Contig_21000_16.405:1.1052	LOC_2620
ERR1857044_Contig_90207_10.7045:1.1546	LOC_2621
ERR1857044_Contig_22983_21.6991:1.1502	LOC_2622
ERR1857044_Contig_4113_24.5742:1.1058	LOC_2623
ERR1857044_Contig_3309_38.251:1.1243	LOC_2624
ERR1857044_Contig_42205_11.794:1.2617	LOC_2625
ERR1857044_Contig_44082_15.2413:1.1375	LOC_2626
ERR1857044_Contig_53358_23.302:1.1222	LOC_2627
ERR1857044_Contig_82642_9.89639:1.2848	LOC_2628
ERR1857044_Contig_43995_21.9288:1.2689	LOC_2629
ERR1857044_Contig_46348_10.5927:1.1493	LOC_2630
ERR1857044_Contig_70682_5.07864:1.1635	LOC_2631
ERR1857044_Contig_17039_13.688:1.1238	LOC_2632
ERR1857044_Contig_43279_15.7148:1.1219	LOC_2633
ERR1857044_Contig_92226_7.59552:1.1046	LOC_2634
ERR1857044_Contig_77713_15.8683:1.1318	LOC_2635
ERR1857044_Contig_58670_20.6513:1.1557	LOC_2636
ERR1857044_Contig_55998_10.5381:1.1003	LOC_2637
ERR1857044_Contig_16610_22.464:1.1740	LOC_2638
ERR1857044_Contig_16609_5.99665:1.1511	LOC_2639
ERR1857044_Contig_88160_8.28599:1.1048	LOC_2640
ERR1857044_Contig_23973_21.8841:1.1314	LOC_2641
ERR1857044_Contig_43149_9.16444:1.2039	LOC_2642
ERR1857044_Contig_76616_12.4924:1.1265	LOC_2643
ERR1857044_Contig_41757_19.0235:1.1889	LOC_2644
ERR1857044_Contig_50053_10.7743:1.1925	LOC_2645
ERR1857044_Contig_22577_10.1519:1.1495	LOC_2646
ERR1857044_Contig_7689_14.1377:1.1487	LOC_2647
ERR1857044_Contig_3899_8.60469:1.1085	LOC_2648
ERR1857044_Contig_45314_14.1855:1.2607	LOC_2649
ERR1857044_Contig_8428_11.5068:1.1046	LOC_2650
ERR1857044_Contig_74130_37.3745:1.1470	LOC_2651
ERR1857044_Contig_63609_11.1983:1.1669	LOC_2652
ERR1857044_Contig_91614_23.6058:1.1466	LOC_2653
ERR1857044_Contig_90996_11.871:1.1136	LOC_2654
ERR1857044_Contig_36223_23.6256:1.1783	LOC_2655
ERR1857044_Contig_25508_9.76147:1.2418	LOC_2656
ERR1857044_Contig_679_16.6936:1.2125	LOC_2657
ERR1857044_Contig_49040_19.2849:1.1024	LOC_2658
ERR1857044_Contig_88683_11.9846:1.1316	LOC_2659
ERR1857044_Contig_15160_9.57896:1.3110	LOC_2660
ERR1857044_Contig_15184_10.5443:1.1001	LOC_2661
ERR1857044_Contig_86530_13.2508:1.1352	LOC_2662
ERR1857044_Contig_90091_10.9469:1.2543	LOC_2663
ERR1857044_Contig_19742_9.82854:1.1029	LOC_2664
ERR1857044_Contig_65514_10.127:1.1634	LOC_2665
ERR1857044_Contig_6484_12.998:1.1515	LOC_2666
ERR1857044_Contig_34374_11.2693:1.1275	LOC_2667
ERR1857044_Contig_4605_13.7999:1.1559	LOC_2668
ERR1857044_Contig_22216_11.536:1.1186	LOC_2669
ERR1857044_Contig_32846_14.9665:1.2050	LOC_2670
ERR1857044_Contig_48092_14.0947:1.1721	LOC_2671
ERR1857044_Contig_23094_10.5553:1.1540	LOC_2672
ERR1857044_Contig_77545_13.4082:1.1566	LOC_2673
ERR1857044_Contig_66589_24.0112:1.1268	LOC_2674
ERR1857044_Contig_23407_20.3044:1.1393	LOC_2675
ERR1857044_Contig_4199_22.5677:1.3078	LOC_2676
ERR1857044_Contig_80498_20.2627:1.1322	LOC_2677
ERR1857044_Contig_46427_24.7635:1.2024	LOC_2678
ERR1857044_Contig_13860_9.73125:1.1713	LOC_2679
ERR1857044_Contig_61237_8.48145:1.1098	LOC_2680
ERR1857044_Contig_56009_7.75473:1.1341	LOC_2681
ERR1857044_Contig_89768_9.68456:1.2255	LOC_2682
ERR1857044_Contig_47845_15.3408:1.1047	LOC_2683
ERR1857044_Contig_27299_9.10148:1.1981	LOC_2684
ERR1857044_Contig_10288_8.89073:1.1109	LOC_2685
ERR1857044_Contig_20142_10.0417:1.1675	LOC_2686
ERR1857044_Contig_31102_10.0043:1.3473	LOC_2687
ERR1857044_Contig_4846_21.4451:1.1112	LOC_2688
ERR1857044_Contig_39472_17.8015:1.1103	LOC_2689
ERR1857044_Contig_62413_8.56676:1.4424	LOC_2690
ERR1857044_Contig_44377_6.46383:1.1596	LOC_2691
ERR1857044_Contig_67936_34.3397:1.1807	LOC_2692
ERR1857044_Contig_86262_11.12:1.1736	LOC_2693
ERR1857044_Contig_86007_45.1878:1.1021	LOC_2694
ERR1857044_Contig_69482_13.7223:1.2969	LOC_2695
ERR1857044_Contig_21505_12.0635:1.1421	LOC_2696
ERR1857044_Contig_21111_20.1171:1.1028	LOC_2697
ERR1857044_Contig_66609_8.52385:1.1299	LOC_2698
ERR1857044_Contig_50619_21.2223:1.1482	LOC_2699
ERR1857044_Contig_52899_22.9264:1.2479	LOC_2700
ERR1857044_Contig_24250_15.9032:1.1012	LOC_2701
ERR1857044_Contig_31564_12.1601:1.1994	LOC_2702
ERR1857044_Contig_89414_8.10617:1.2224	LOC_2703
ERR1857044_Contig_59049_11.5424:1.3027	LOC_2704
ERR1857044_Contig_46632_10.3041:1.1671	LOC_2705
ERR1857044_Contig_21066_14.5443:1.1001	LOC_2706
ERR1857044_Contig_93657_8.6195:1.1066	LOC_2707
ERR1857044_Contig_28444_11.3212:1.3504	LOC_2708
ERR1857044_Contig_59774_36.782:1.1020	LOC_2709
ERR1857044_Contig_37551_36.804:1.2683	LOC_2710
ERR1857044_Contig_58362_12.2696:1.1578	LOC_2711
ERR1857044_Contig_19352_10.3662:1.1391	LOC_2712
ERR1857044_Contig_45179_7.60807:1.1829	LOC_2713
ERR1857044_Contig_22511_39.7782:1.1066	LOC_2714
ERR1857044_Contig_18594_39.5935:1.1764	LOC_2715
ERR1857044_Contig_19978_25.5881:1.1348	LOC_2716
ERR1857044_Contig_55859_11.5233:1.1159	LOC_2717
ERR1857044_Contig_14164_21.6672:1.1180	LOC_2718
ERR1857044_Contig_37166_17.4179:1.1360	LOC_2719
ERR1857044_Contig_62090_24.8558:1.1920	LOC_2720
ERR1857044_Contig_20956_4.7038:1.1124	LOC_2721
ERR1857044_Contig_70673_21.6817:1.1641	LOC_2722
ERR1857044_Contig_35912_5.62475:1.1014	LOC_2723
ERR1857044_Contig_1579_7.76241:1.1148	LOC_2724
ERR1857044_Contig_18741_36.1048:1.2845	LOC_2725
ERR1857044_Contig_60608_6.69359:1.1221	LOC_2726
ERR1857044_Contig_58135_13.3535:1.2017	LOC_2727
ERR1857044_Contig_3503_7.46281:1.1593	LOC_2728
ERR1857044_Contig_80637_23.499:1.2056	LOC_2729
ERR1857044_Contig_67977_8.90479:1.1711	LOC_2730
ERR1857044_Contig_30143_18.3337:1.1863	LOC_2731
ERR1857044_Contig_17079_7.71445:1.1715	LOC_2732
ERR1857044_Contig_47352_10.891:1.1286	LOC_2733
ERR1857044_Contig_40795_6.83553:1.1157	LOC_2734
ERR1857044_Contig_80140_11.5824:1.2817	LOC_2735
ERR1857044_Contig_31432_10.0484:1.1052	LOC_2736
ERR1857044_Contig_27836_10.0344:1.1327	LOC_2737
ERR1857044_Contig_14816_16.149:1.1248	LOC_2738
ERR1857044_Contig_85991_22.7564:1.1555	LOC_2739
ERR1857044_Contig_70421_10.4082:1.1093	LOC_2740
ERR1857044_Contig_37215_8.08366:1.1048	LOC_2741
ERR1857044_Contig_27421_12.5014:1.1075	LOC_2742
ERR1857044_Contig_67991_25.0516:1.1744	LOC_2743
ERR1857044_Contig_86299_5.309:1.1198	LOC_2744
ERR1857044_Contig_16439_38.4301:1.1129	LOC_2745
ERR1857044_Contig_26435_10.2081:1.1985	LOC_2746
ERR1857044_Contig_54837_18.8132:1.1246	LOC_2747
ERR1857044_Contig_92285_8.87041:1.1463	LOC_2748
ERR1857044_Contig_11878_18.8746:1.1416	LOC_2749
ERR1857044_Contig_50985_21.5761:1.1190	LOC_2750
ERR1857044_Contig_65509_20.3818:1.1403	LOC_2751
ERR1857044_Contig_32140_23.3147:1.2073	LOC_2752
ERR1857044_Contig_93224_8.05598:1.1056	LOC_2753
ERR1857044_Contig_28821_6.09409:1.1019	LOC_2754
ERR1857044_Contig_93739_23.5921:1.1062	LOC_2755
ERR1857044_Contig_6076_21.2643:1.1068	LOC_2756
ERR1857044_Contig_39287_9.9274:1.1783	LOC_2757
ERR1857044_Contig_78858_10.2538:1.1076	LOC_2758
ERR1857044_Contig_33883_8.45258:1.1359	LOC_2759
ERR1857044_Contig_60848_14.4351:1.1831	LOC_2760
ERR1857044_Contig_71536_8.27188:1.1094	LOC_2761
ERR1857044_Contig_77998_6.24619:1.1202	LOC_2762
ERR1857044_Contig_20570_10.8876:1.2600	LOC_2763
ERR1857044_Contig_36794_21.1548:1.1028	LOC_2764
ERR1857044_Contig_669_20.8852:1.1788	LOC_2765
ERR1857044_Contig_89735_10.4826:1.1027	LOC_2766
ERR1857044_Contig_83302_9.97641:1.2394	LOC_2767
ERR1857044_Contig_92408_7.4439:1.1651	LOC_2768
ERR1857044_Contig_50689_25.4927:1.1463	LOC_2769
ERR1857044_Contig_84659_33.6628:1.2069	LOC_2770
ERR1857044_Contig_73693_24.704:1.2814	LOC_2771
ERR1857044_Contig_22145_10.0233:1.1735	LOC_2772
ERR1857044_Contig_21793_17.8428:1.1063	LOC_2773
ERR1857044_Contig_21978_21.8605:1.1540	LOC_2774
ERR1857044_Contig_77694_35.6569:1.1390	LOC_2775
ERR1857044_Contig_88504_11.8092:1.4176	LOC_2776
ERR1857044_Contig_38795_9.2165:1.1244	LOC_2777
ERR1857044_Contig_5269_18.766:1.2866	LOC_2778
ERR1857044_Contig_66910_12.4995:1.1083	LOC_2779
ERR1857044_Contig_18439_10.3443:1.1507	LOC_2780
ERR1857044_Contig_17243_7.28531:1.1089	LOC_2781
ERR1857044_Contig_21845_20.8569:1.1292	LOC_2782
ERR1857044_Contig_81291_14.0346:1.1290	LOC_2783
ERR1857044_Contig_73107_11.8523:1.2248	LOC_2784
ERR1857044_Contig_44265_11.4775:1.1421	LOC_2785
ERR1857044_Contig_20741_37.1558:1.1310	LOC_2786
ERR1857044_Contig_77714_10.1808:1.1010	LOC_2787
ERR1857044_Contig_90159_7.3641:1.1190	LOC_2788
ERR1857044_Contig_22454_35.5996:1.1943	LOC_2789
ERR1857044_Contig_27099_9.67476:1.1668	LOC_2790
ERR1857044_Contig_48912_35.6509:1.1690	LOC_2791
ERR1857044_Contig_27471_11.1964:1.1008	LOC_2792
