accession,qseqid,qlen,sacc,staxids,sscinames,slen,pident,evalue,bitscore,length
SRR1161296,NC_024794.1_15:1.11478,11478,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161296,NC_024794.1_17:1.10037,10037,NC_018855,1237364,Escherichia phage HX01,169158,96.076,0.0,9847,6066
SRR1161296,NC_024794.1_23:1.8498,8498,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,95.143,0.0,9856,6259
SRR1161296,NC_024794.1_26:1.6316,6316,NC_025437,1541825,Shigella phage Shf125875,169062,98.190,0.0,7422,4253
SRR1161296,NC_024794.1_27:1.22442,22442,NC_029091,1655305,Escherichia phage APCEc01,168771,96.849,0.0,29802,17836
SRR1161296,NC_024794.1_2:1.4368,4368,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.751,0.0,3949,2370
SRR1161296,NC_024794.1_4:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161296,NC_024794.1_8:1.31241,31241,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.146,0.0,32040,18991
SRR1161296,NC_025437.1_14:1.10591,10591,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161296,NC_025437.1_16:1.7819,7819,NC_025437,1541825,Shigella phage Shf125875,169062,98.181,0.0,6813,3903
SRR1161296,NC_025437.1_17:1.7241,7241,NC_018855,1237364,Escherichia phage HX01,169158,96.131,0.0,7781,4782
SRR1161296,NC_025437.1_2:1.4368,4368,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.751,0.0,3949,2370
SRR1161296,NC_025437.1_5:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161296,NC_025437.1_9:1.31241,31241,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.146,0.0,32040,18991
SRR1161296,NC_029091.1_12:1.31241,31241,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.146,0.0,32040,18991
SRR1161296,NC_029091.1_15:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161296,NC_029091.1_16:1.17476,17476,NC_018855,1237364,Escherichia phage HX01,169158,96.117,0.0,15228,9349
SRR1161296,NC_029091.1_1:1.9897,9897,NC_025437,1541825,Shigella phage Shf125875,169062,97.015,0.0,13156,7839
SRR1161296,NC_029091.1_4:1.15091,15091,NC_029091,1655305,Escherichia phage APCEc01,168771,96.845,0.0,19782,11855
SRR1161296,NC_029091.1_6:1.10037,10037,NC_018855,1237364,Escherichia phage HX01,169158,96.076,0.0,9847,6066
SRR1161348,Contig_143_10.6922:1.2418,2418,NC_011356,564886,Enterobacteria phage YYZ-2008,54896,98.540,0.0,3267,1849
SRR1161348,Contig_201_24.3974:1.3334,3334,NC_022750,1357825,Enterobacteria phage fiAA91-ss,33628,98.875,0.0,3807,2134
SRR1161348,Contig_287_15.1867:1.1059,1059,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.213,0.0,1031,610
SRR1161348,Contig_371_12.5168:1.2545,2545,NC_019723,1147146,Enterobacteria phage HK630,47090,97.122,0.0,2519,1494
SRR1161348,Contig_466_16.5849:1.3231,3231,NC_019723,1147146,Enterobacteria phage HK630,47090,92.892,0.0,3522,2434
SRR1161348,Contig_54_9.97534:1.5820,5820,NC_026014,1567486,Enterobacteria phage P88,35814,97.613,0.0,6394,3729
SRR1161348,NC_004928.1_14:1.30067,30067,NC_029091,1655305,Escherichia phage APCEc01,168771,97.958,0.0,38540,22233
SRR1161348,NC_004928.1_18:1.10591,10591,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161348,NC_004928.1_20:1.5692,5692,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.816,0.0,5873,3518
SRR1161348,NC_004928.1_22:1.5212,5212,NC_029091,1655305,Escherichia phage APCEc01,168771,97.944,0.0,6909,3989
SRR1161348,NC_004928.1_27:1.6355,6355,NC_025437,1541825,Shigella phage Shf125875,169062,98.159,0.0,7483,4292
SRR1161348,NC_004928.1_28:1.22442,22442,NC_029091,1655305,Escherichia phage APCEc01,168771,96.849,0.0,29802,17836
SRR1161348,NC_004928.1_2:1.4368,4368,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.751,0.0,3949,2370
SRR1161348,NC_004928.1_3:1.14570,14570,NC_018855,1237364,Escherichia phage HX01,169158,96.852,0.0,14067,8419
SRR1161348,NC_004928.1_5:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_004928.1_6:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_004928.1_8:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_018855.1_10:1.19244,19244,NC_029091,1655305,Escherichia phage APCEc01,168771,96.803,0.0,24415,14637
SRR1161348,NC_018855.1_11:1.9897,9897,NC_025437,1541825,Shigella phage Shf125875,169062,97.015,0.0,13156,7839
SRR1161348,NC_018855.1_22:1.10575,10575,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161348,NC_018855.1_2:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_018855.1_6:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_018855.1_7:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_018855.1_8:1.15490,15490,NC_018855,1237364,Escherichia phage HX01,169158,96.210,0.0,15271,9340
SRR1161348,NC_024124.2_12:1.30067,30067,NC_029091,1655305,Escherichia phage APCEc01,168771,97.958,0.0,38540,22233
SRR1161348,NC_024124.2_15:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_024124.2_17:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_024124.2_18:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_024124.2_19:1.15490,15490,NC_018855,1237364,Escherichia phage HX01,169158,96.210,0.0,15271,9340
SRR1161348,NC_024124.2_1:1.19244,19244,NC_029091,1655305,Escherichia phage APCEc01,168771,96.803,0.0,24415,14637
SRR1161348,NC_024124.2_2:1.9897,9897,NC_025437,1541825,Shigella phage Shf125875,169062,97.015,0.0,13156,7839
SRR1161348,NC_024124.2_6:1.14558,14558,NC_029091,1655305,Escherichia phage APCEc01,168771,96.729,0.0,16966,10210
SRR1161348,NC_024794.1_15:1.11478,11478,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161348,NC_024794.1_24:1.8498,8498,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,95.143,0.0,9856,6259
SRR1161348,NC_024794.1_27:1.6316,6316,NC_025437,1541825,Shigella phage Shf125875,169062,98.190,0.0,7422,4253
SRR1161348,NC_024794.1_28:1.22442,22442,NC_029091,1655305,Escherichia phage APCEc01,168771,96.849,0.0,29802,17836
SRR1161348,NC_024794.1_2:1.4368,4368,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.751,0.0,3949,2370
SRR1161348,NC_024794.1_4:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_024794.1_6:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_024794.1_8:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_025437.1_14:1.10591,10591,NC_025437,1541825,Shigella phage Shf125875,169062,97.694,0.0,10652,6201
SRR1161348,NC_025437.1_17:1.5214,5214,NC_029091,1655305,Escherichia phage APCEc01,168771,97.945,0.0,6913,3991
SRR1161348,NC_025437.1_2:1.4368,4368,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,96.751,0.0,3949,2370
SRR1161348,NC_025437.1_5:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_025437.1_7:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_025437.1_9:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_029091.1_13:1.28918,28918,NC_024124,1430444,Escherichia phage vB_EcoM_JS09,169148,97.025,0.0,28011,16671
SRR1161348,NC_029091.1_15:1.9497,9497,NC_024794,1391224,Escherichia phage vB_EcoM_PhAPEC2,167318,95.402,0.0,10866,6829
SRR1161348,NC_029091.1_16:1.2110,2110,NC_029091,1655305,Escherichia phage APCEc01,168771,88.812,0.0,1772,1448
SRR1161348,NC_029091.1_17:1.17467,17467,NC_018855,1237364,Escherichia phage HX01,169158,96.210,0.0,15271,9340
SRR1161348,NC_029091.1_1:1.9897,9897,NC_025437,1541825,Shigella phage Shf125875,169062,97.015,0.0,13156,7839
SRR1162515,Contig_272_62.7052:1.4542,4542,NC_009514,414970,Enterobacteria phage cdtI,47021,89.553,0.0,3079,2441
SRR1162515,Contig_45_88.9176:1.1222,1222,NC_011356,564886,Enterobacteria phage YYZ-2008,54896,88.136,0.0,976,826
SRR1162515,Contig_472_87.4879:1.1762,1762,NC_009514,414970,Enterobacteria phage cdtI,47021,90.815,0.0,1290,969
SRR1162515,Contig_530_9.59002:1.4269,4269,NC_024144,1411095,Clostridium phage CDMH1,54279,90.146,0.0,3976,3075
SRR1162515,Contig_70_10.074:1.8347,8347,NC_009231,262071,Clostridium virus phiC2,56538,88.524,0.0,6787,5629
SRR1162519,Contig_124_157.425:1.9960,9960,NC_029015,1647465,Salmonella phage SEN4,33509,93.363,0.0,8192,5545
SRR1162519,Contig_22_109.114:1.5750,5750,NC_019716,1147152,Enterobacteria phage mEp460,44510,96.987,0.0,5066,3020
SRR1162519,Contig_88_110.965:1.3424,3424,NC_019716,1147152,Enterobacteria phage mEp460,44510,98.721,0.0,3888,2190
SRR1162520,Contig_211_98.0918:1.2373,2373,NC_021857,66284,Shigella phage SfII,41475,97.470,0.0,2556,1502
SRR1162549,Contig_150_91.1042:1.2660,2660,NC_026014,1567486,Enterobacteria phage P88,35814,92.168,0.0,2490,1762
SRR1162575,Contig_91_75.2682:1.2660,2660,NC_026014,1567486,Enterobacteria phage P88,35814,92.168,0.0,2490,1762
SRR1162611,Contig_2042_1062.86:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1162611,Contig_28620_32.0909:1.2989,2989,NC_027993,698486,Escherichia phage K1-dep(4),43587,89.148,0.0,1868,1502
SRR1162611,Contig_30480_33.0535:1.8205,8205,NC_027993,698486,Escherichia phage K1-dep(4),43587,88.024,0.0,5853,4985
SRR1162611,Contig_33063_1110.82:1.3131,3131,NC_024711,1211417,uncultured crAssphage,97065,91.624,0.0,3203,2340
SRR1162611,Contig_35309_1059.82:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1162611,Contig_35654_1089.66:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1162611,Contig_35768_1073.83:1.3616,3616,NC_024711,1211417,uncultured crAssphage,97065,98.098,0.0,3845,2208
SRR1162611,Contig_5217_1082.6:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1162612,Contig_19912_2085.6:1.2609,2609,NC_024711,1211417,uncultured crAssphage,97065,95.112,0.0,3138,2005
SRR1162612,Contig_2035_1067.15:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1162612,Contig_32990_1107.11:1.3131,3131,NC_024711,1211417,uncultured crAssphage,97065,91.624,0.0,3203,2340
SRR1162612,Contig_35278_1035.51:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1162612,Contig_35605_1046.32:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1162612,Contig_35706_1078.71:1.3616,3616,NC_024711,1211417,uncultured crAssphage,97065,98.098,0.0,3845,2208
SRR1162612,Contig_5251_1059.08:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1162619,Contig_35816_95.6401:1.1087,1087,NC_005856,10678,Escherichia virus P1,94800,86.835,0.0,839,752
SRR1162619,Contig_36452_101.792:1.2880,2880,NC_005856,10678,Escherichia virus P1,94800,95.094,0.0,2915,1855
SRR1162619,Contig_6306_33.2392:1.1688,1688,NC_003444,55884,Enterobacteria phage SfV,37074,90.025,0.0,1568,1213
SRR1162619,Contig_6455_99.7521:1.5905,5905,NC_005856,10678,Escherichia virus P1,94800,97.142,0.0,5960,3534
SRR1162630,Contig_1323_444.937:1.2621,2621,NC_024711,1211417,uncultured crAssphage,97065,95.092,0.0,3155,2017
SRR1162630,Contig_2291_276.044:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1162630,Contig_23080_282.259:1.1787,1787,NC_024711,1211417,uncultured crAssphage,97065,86.611,0.0,1308,1195
SRR1162630,Contig_28060_268.673:1.8602,8602,NC_024711,1211417,uncultured crAssphage,97065,98.308,0.0,11708,6679
SRR1162630,Contig_39002_279.784:1.3131,3131,NC_024711,1211417,uncultured crAssphage,97065,91.624,0.0,3203,2340
SRR1162630,Contig_41612_279.162:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1162630,Contig_42053_270.909:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1162630,Contig_6115_280.491:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1162650,Contig_1348_471.399:1.2621,2621,NC_024711,1211417,uncultured crAssphage,97065,95.092,0.0,3155,2017
SRR1162650,Contig_21239_294.238:1.3114,3114,NC_024711,1211417,uncultured crAssphage,97065,91.563,0.0,3171,2323
SRR1162650,Contig_2362_288.056:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1162650,Contig_23835_302.05:1.1787,1787,NC_024711,1211417,uncultured crAssphage,97065,86.611,0.0,1308,1195
SRR1162650,Contig_28817_282.129:1.8602,8602,NC_024711,1211417,uncultured crAssphage,97065,98.308,0.0,11708,6679
SRR1162650,Contig_42815_288.201:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1162650,Contig_43246_285.848:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1162650,Contig_6249_289.417:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1162659,Contig_1316_459.471:1.2621,2621,NC_024711,1211417,uncultured crAssphage,97065,95.092,0.0,3155,2017
SRR1162659,Contig_2317_293.286:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1162659,Contig_23527_288.332:1.1787,1787,NC_024711,1211417,uncultured crAssphage,97065,86.611,0.0,1308,1195
SRR1162659,Contig_28565_277.496:1.8602,8602,NC_024711,1211417,uncultured crAssphage,97065,98.308,0.0,11708,6679
SRR1162659,Contig_39780_294.614:1.3131,3131,NC_024711,1211417,uncultured crAssphage,97065,91.624,0.0,3203,2340
SRR1162659,Contig_42524_277.126:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1162659,Contig_42951_282.173:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1162659,Contig_6238_291.146:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1166385,Contig_122_159.713:1.9960,9960,NC_029015,1647465,Salmonella phage SEN4,33509,93.363,0.0,8192,5545
SRR1166385,Contig_22_111.464:1.5750,5750,NC_019716,1147152,Enterobacteria phage mEp460,44510,96.987,0.0,5066,3020
SRR1166385,Contig_87_118.306:1.3424,3424,NC_019716,1147152,Enterobacteria phage mEp460,44510,98.721,0.0,3888,2190
SRR1166386,Contig_124_151.298:1.9960,9960,NC_029015,1647465,Salmonella phage SEN4,33509,93.363,0.0,8192,5545
SRR1166386,Contig_22_106.03:1.5750,5750,NC_019716,1147152,Enterobacteria phage mEp460,44510,96.987,0.0,5066,3020
SRR1166386,Contig_89_108.034:1.3424,3424,NC_019716,1147152,Enterobacteria phage mEp460,44510,98.721,0.0,3888,2190
SRR1166434,Contig_151_93.4061:1.2660,2660,NC_026014,1567486,Enterobacteria phage P88,35814,92.168,0.0,2490,1762
SRR1166676,Contig_1945_1029.83:1.4088,4088,NC_024711,1211417,uncultured crAssphage,97065,96.429,0.0,4237,2576
SRR1166676,Contig_19552_2023.69:1.2609,2609,NC_024711,1211417,uncultured crAssphage,97065,95.112,0.0,3138,2005
SRR1166676,Contig_27838_28.5504:1.2989,2989,NC_027993,698486,Escherichia phage K1-dep(4),43587,89.148,0.0,1868,1502
SRR1166676,Contig_29717_32.6581:1.8206,8206,NC_027993,698486,Escherichia phage K1-dep(4),43587,88.024,0.0,5853,4985
SRR1166676,Contig_32313_1054.99:1.3131,3131,NC_024711,1211417,uncultured crAssphage,97065,91.624,0.0,3203,2340
SRR1166676,Contig_34607_1003.59:1.3171,3171,NC_024711,1211417,uncultured crAssphage,97065,99.089,0.0,4534,2524
SRR1166676,Contig_34925_1036.22:1.1687,1687,NC_024711,1211417,uncultured crAssphage,97065,98.737,0.0,1688,950
SRR1166676,Contig_35017_1019.98:1.3616,3616,NC_024711,1211417,uncultured crAssphage,97065,98.098,0.0,3845,2208
SRR1166676,Contig_5065_1026.4:1.3096,3096,NC_024711,1211417,uncultured crAssphage,97065,98.804,0.0,3424,1923
SRR1166682,Contig_1_101.828:1.1540,1540,NC_028943,1649240,Escherichia phage pro483,29237,87.179,0.0,922,819
SRR1196567,Contig_175_169.853:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1196567,Contig_40_179.053:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1196567,Contig_5_211.718:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1196567,Contig_78_198.042:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1196567,Contig_86_96.3344:1.1826,1826,NC_028943,1649240,Escherichia phage pro483,29237,89.924,0.0,1862,1449
SRR1196622,Contig_138_95.7276:1.1837,1837,NC_028943,1649240,Escherichia phage pro483,29237,89.965,0.0,1860,1445
SRR1196622,Contig_176_170.326:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1196622,Contig_42_181.665:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1196622,Contig_5_217.725:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1196622,Contig_78_192.154:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1196623,Contig_174_173.825:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1196623,Contig_36_174.669:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1196623,Contig_5_219.481:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1196623,Contig_72_194.208:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197037,Contig_173_174.048:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197037,Contig_39_178.276:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197037,Contig_5_225.15:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197037,Contig_74_98.3224:1.1856,1856,NC_028943,1649240,Escherichia phage pro483,29237,89.965,0.0,1860,1445
SRR1197037,Contig_77_205.407:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197057,Contig_173_173.83:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197057,Contig_39_176.242:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197057,Contig_5_220.749:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197057,Contig_76_207.792:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197071,Contig_170_174.391:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197071,Contig_38_182.113:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197071,Contig_5_224.063:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197071,Contig_75_196.765:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197613,Contig_174_173.733:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197613,Contig_40_184.713:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197613,Contig_5_222.315:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197613,Contig_76_198.623:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197633,Contig_173_172.586:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197633,Contig_38_175.087:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197633,Contig_5_211.357:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197633,Contig_73_96.3026:1.1861,1861,NC_028943,1649240,Escherichia phage pro483,29237,89.924,0.0,1862,1449
SRR1197633,Contig_76_192.422:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197689,Contig_171_170.426:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197689,Contig_37_182.524:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197689,Contig_5_220.82:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197689,Contig_71_97.075:1.1861,1861,NC_028943,1649240,Escherichia phage pro483,29237,89.924,0.0,1862,1449
SRR1197689,Contig_74_192.205:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197729,Contig_173_161.191:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197729,Contig_39_166.271:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197729,Contig_5_205.104:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197729,Contig_75_193.814:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1197760,Contig_172_175.273:1.5746,5746,NC_004813,196242,Enterobacteria phage BP-4795,57930,97.306,0.0,6047,3564
SRR1197760,Contig_38_178.122:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1197760,Contig_5_219.08:1.1599,1599,NC_011357,563769,Stx2-converting phage 1717,62147,99.266,0.0,1967,1090
SRR1197760,Contig_76_196.521:1.1162,1162,NC_019723,1147146,Enterobacteria phage HK630,47090,96.211,0.0,994,607
SRR1314601,Contig_25281_174.119:1.2596,2596,NC_001422,10847,Escherichia virus phiX174,5386,100.000,0.0,2433,1317
SRR1437700,Contig_23182_150.579:1.2327,2327,NC_024711,1211417,uncultured crAssphage,97065,88.915,0.0,1570,1281
SRR1437700,Contig_7961_234.155:1.5913,5913,NC_024711,1211417,uncultured crAssphage,97065,97.069,0.0,6250,3719
SRR1437755,Contig_2905_8.02973:1.1500,1500,NC_005857,255431,Klebsiella phage phiKO2,51601,85.325,0.0,1173,1138
SRR1437755,Contig_4112_7.31032:1.1483,1483,NC_002730,155148,Salmonella virus HK620,38297,91.071,0.0,1061,784
SRR1437814,NC_024711.1_2:1.26981,26981,NC_024711,1211417,uncultured crAssphage,97065,97.455,0.0,32437,19021
SRR1437814,NC_024711.1_5:1.14048,14048,NC_024711,1211417,uncultured crAssphage,97065,95.948,0.0,13378,8267
SRR1437915,Contig_24083_161.994:1.2488,2488,NC_024711,1211417,uncultured crAssphage,97065,88.915,0.0,1570,1281
SRR1437915,Contig_8389_245.214:1.4907,4907,NC_024711,1211417,uncultured crAssphage,97065,97.374,0.0,4593,2704
SRR1437926,Contig_162_59.039:1.3355,3355,NC_019723,1147146,Enterobacteria phage HK630,47090,94.832,0.0,2743,1761
SRR1437926,Contig_50_46.2447:1.1565,1565,NC_009514,414970,Enterobacteria phage cdtI,47021,93.456,0.0,1293,871
SRR1437926,Contig_6_69.2992:1.1711,1711,NC_011357,563769,Stx2-converting phage 1717,62147,99.334,0.0,2174,1202
SRR1437926,Contig_9_52.291:1.6995,6995,NC_019723,1147146,Enterobacteria phage HK630,47090,95.746,0.0,8656,5383
SRR1437945,Contig_3951_6.23353:1.1022,1022,NC_011104,496874,Lactobacillus phage Lrm1,39989,93.431,0.0,1016,685
SRR1437945,Contig_9082_22.0473:1.1795,1795,NC_005893,279281,Lactobacillus phage phiAT3,39166,99.186,0.0,2436,1352
SRR1437967,Contig_23383_8.05171:1.1045,1045,NC_009514,414970,Enterobacteria phage cdtI,47021,97.765,0.0,1157,671
SRR1437967,Contig_26938_6.90132:1.3040,3040,NC_019716,1147152,Enterobacteria phage mEp460,44510,97.635,0.0,3338,1945
SRR1437967,Contig_33392_16.1256:1.1788,1788,NC_004813,196242,Enterobacteria phage BP-4795,57930,94.477,0.0,1585,1032
SRR1437967,Contig_34239_5.52446:1.1778,1778,NC_004914,194949,Escherichia phage Stx2 II,62706,90.990,0.0,1648,1232
SRR1437999,NC_018086.1_12:1.4168,4168,NC_021868,1208587,Streptococcus phage SPQS1,58305,97.204,0.0,4595,2718
SRR1437999,NC_018086.1_15:1.1921,1921,NC_021868,1208587,Streptococcus phage SPQS1,58305,94.397,0.0,1760,1160
SRR1437999,NC_018086.1_19:1.1940,1940,NC_018086,1173135,Enterococcus phage BC611,53996,97.312,0.0,1895,1116
SRR1437999,NC_018086.1_2:1.1389,1389,NC_018086,1173135,Enterococcus phage BC611,53996,92.749,0.0,1236,855
